ZoningDesc,GroupLabel,UnitsPerAc,MinimumLot,MinimumL_1,PlannedDis,NoticingBu,SHAPE_STAr,SHAPE_STLe,BaseZone,Zoning
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,94346.3261719,1648.63320172,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,67054.5517578,2520.30786334,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,47387.6347656,871.882241005,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,28381.0664063,754.276135974,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,28140.5078125,879.636726828,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,22102.6318359,612.47487058,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,9271.62597656,574.510950075,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,110071.327148,1860.60887119,RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,88087.8662109,1342.20207156,RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,46126.2060547,876.849842055,RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,34422.1054688,1047.64796695,RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,2.2,0.454,19800,Residential,300,17275.6982422,541.461270822,RSP-2.2,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,2.75,0.363,15840,Residential,300,81605.4111328,2212.61534871,RSP-2.75,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,3.75,0.266,11616,Residential,300,46478.1513672,1007.92525246,RSP-3.75,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,688044.548828,7906.03336965,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,432932.768555,5043.25782336,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,221072.978516,3072.6349811,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,158030.074219,2013.54460862,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,83687.5927734,1238.28339855,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,76166.8564453,1167.20249988,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,71612.2080078,1111.85857325,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,57497.1894531,977.019458491,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,37836.140625,1124.97132196,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,37385.9970703,990.045895803,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,30924.9101563,789.774879631,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,30919.2763672,710.95859784,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,29575.3525391,729.780523565,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,19880.7988281,613.787018784,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,4,0.25,10890,Residential,300,11567.3505859,437.293838086,RSP-4,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,4.4,0.227,9900,Residential,300,17868.5400391,565.025030162,RSP-4.4,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,4.4,0.227,9900,Residential,300,15340.9824219,512.470385772,RSP-4.4,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,5,0.2,8712,Residential,0,97794.9316406,1939.94941132,RSP-5,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,5.65,0.177,7710,Residential,300,22014.5117188,687.66534878,RSP-5.65,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,5.8,0.172,7510,Residential,300,70024.8632813,1589.03670673,RSP-5.8,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,5.8,0.172,7510,Residential,300,45671.7119141,870.790734409,RSP-5.8,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,5.8,0.172,7510,Residential,300,9768.2734375,484.124807712,RSP-5.8,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,124732.342773,2690.74559496,RSP-7,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,90746.5996094,1268.4188408,RSP-7,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,80621.4716797,1247.99457053,RSP-7,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,68922.1582031,1207.7062214,RSP-7,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,64070.1347656,1394.60396576,RSP-7,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,42634.2216797,864.47685584,RSP-7,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,7741.66601563,400.602500143,RSP-7,1
Residential Single Family Planned,Residential Single Family Planned 7500-10000 Sqft,7,0.142,6223,Residential,300,1416.45996094,151.938973255,RSP-7,1
Open Area,Open Area,0,0,0,None,0,915472.117188,5087.76386058,OA,0
Open Area,Open Area,0,0,0,None,0,587891.719727,5049.54755616,OA,0
Open Area,Open Area,0,0,0,None,0,374669.680664,3112.24400715,OA,0
Open Area,Open Area,0,0,0,None,0,132592.018555,1503.59955845,OA,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,340916.957031,3540.58101925,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,163458.129883,2737.78686714,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,128763.255859,1666.29331865,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,70450.5986328,1142.23019009,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,58101.0605469,1049.58209423,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,50153.5371094,951.038492062,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,39122.7792969,842.803320646,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,38791.4853516,1062.52832145,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,37483.3662109,742.307333227,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,20321.8994141,596.53569627,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,12431.2890625,881.008508604,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,10676.9853516,419.19522467,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,5682.84277344,441.347583618,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,4519.99023438,282.691346118,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,2440.53320313,244.947904754,VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,830.331054688,147.335122372,VCR,0
Residential Multiple Planned,Residential Multiple Planned 1-1.9 Acres,1,1,43560,Residential,600,111963.983398,1948.82352376,RMP-1,2
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,65161.0878906,1043.23877745,RSP-1,1
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,511351.740234,4234.33339031,R1-B2,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,86379.5957031,1314.77181493,RSP-1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,95479.7021484,1951.28263105,R1-B1,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,59181.5058594,1695.73179369,R1,1
Floating Home Marina,Floating Home Marina,0,0,0,Residential,300,137556.839844,5797.0972002300005,BFC-RF,2
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,383974085.082,136134.279114,ARP-60,0
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,29.04,0.034,1500,Residential,300,6264.39453125,326.139580863,RMP-29.04,2
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,326839.537109,4108.89526154,RMPC,0
Residential Single Family,Residential Single Family 10000 Sqft,4.356,0.229,10000,None,300,344448.179688,4583.39213963,R1-B2,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,92260.3369141,1411.52955667,R1-B1,1
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,19879.0195313,569.34718853,RMP-40,2
Agriculture and Conservation,Agriculture and Conservation 20 Acres,20,20,871200,None,600,9041256.8418,22078.2711219,A20,0
Agriculture and Conservation,Agriculture and Conservation 20 Acres,20,20,871200,None,600,3348613.35645,13696.3408883,A20,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,16213338.5293,26559.4314102,A40,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,5781973.08984,10743.6129008,A40,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,885132777.733,230194.466864,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,176137979.419,65498.1159237,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,172343678.813,80025.6683305,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,81900269.3779,41705.2456355,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,60197263.374,36876.3231166,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,9869825.22949,24244.1297432,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,2105562.60742,9053.8287393,A60,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,139886138.739,61068.7659216,ARP-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,188155132.945,95227.4909056,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,116775778.365,51845.3259978,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,59884323.2432,57096.0431524,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,42612475.9609,37682.0615845,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,38874075.2451,32992.0050929,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,5168542.9043,19710.7157709,C-APZ-60,0
Agriculture Residential Planned,Agriculture Residential Planned 10 Acres,0.1,10,435600,Residential,600,875597.767578,4389.55788151,C-ARP-10,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,849641.436523,5170.63141152,C-ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,241668.114258,2114.96859396,C-ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,3393756.65723,8493.72736165,C-ARP-20,0
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,122601.915039,2105.20152447,C-R1,1
Residential Single Family,Residential Single Family 1750 Sqft,24.891,0.04,1750,None,300,117618.286133,3780.86325142,C-R1-BD,1
Residential Single Family Planned,Residential Single Family Planned 6000 Sqft,7.26,0.137,6000,Residential,300,424229.930664,4064.59040561,C-RSP-7.26,1
Village Commercial Residential,Village Commercial Residential 6000 Sqft,7.26,0.137,6000,None,300,138530.183594,1666.65824451,C-VCR-B1,0
Village Commercial Residential,Village Commercial Residential 1 Acre,1,1,43560,None,300,437448.458008,2998.33778118,C-VCR-B4,0
Agriculture Limited,Agriculture Limited 1 Acre,1,1,43560,None,600,31000830.9229,26610.77132,A2-B4,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,12133675.4209,21254.2071109,A60,0
Open Area,Open Area,0,0,0,None,0,21741173.2021,24020.8374496,OA,0
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.23,4.347,189391,Residential,600,1789281.35352,13128.9750675,RSP-0.23,1
Agriculture Residential Planned,Agriculture Residential Planned 1-1.9 Acres,1,1,43560,Residential,600,1719675.89258,5850.85051343,C-ARP-1,0
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,439164.398438,6212.19883377,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,121847.366211,1608.81246881,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,121291.066406,1604.14312585,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,121165.692383,1607.8597101,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,121148.353516,1606.77672495,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,120158.90625,1601.07711348,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,120114.709961,1605.02435916,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,120006.378906,1600.03919783,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,120004.201172,1600.02579784,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,119934.916992,1598.16873085,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,119128.308594,1600.1021569,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,118690.799805,1579.29206807,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,87382.8095703,1289.38121128,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,76844.7880859,1253.38575234,C-RA-B2,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,64842.5546875,1099.80450652,C-RA-B2,1
Residential Agriculture,Residential Agriculture 20000 Sqft,2.178,0.459,20000,None,600,2154430.85156,7939.00419585,C-RA-B3,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,6243839.19922,12963.569614,C-RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,1376584.92188,6540.78331971,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,157121.18457,2346.63340962,C-RSP-0.33,1
