gnrl_p_,LABEL,id,edt_g__,zonng_d,zoning
Med-Low Residential,R-1-6,4127,R-1-6,33,1
Med-Low Residential,R-3-18,4128,R-3-18,136,2
Med-Low Residential,RR-40,4129,RR-40,8,1
Med-Low Residential,RR-40,4130,RR-40,8,1
Med-Low Residential,R-1-6,4131,R-1-6,33,1
Med-Low Residential,PD,4132,PD__MF,1719,2
Med-Low Residential,PD,4133,PD__MF,1719,2
Med-Low Residential,R-1-6,4134,R-1-6,33,1
Med-Low Residential,PD,4135,PD__MF,1719,2
Med-Low Residential,PD,4136,PD__MF,1719,2
Mobile Home Park,PD,4137,PD__MF,1719,2
Mobile Home Park,CG,4138,CG,138,0
Mobile Home Park,CG,4139,CG,138,0
Mobile Home Park,PD,4140,PD__MF,1719,2
Mobile Home Park,CG,4141,CG,138,0
Mobile Home Park,CG,4142,CG,138,0
Mobile Home Park,MH,4143,MH,29,2
Mobile Home Park,CG,4144,CG,138,0
Mobile Home Park,MH,4145,MH,29,2
Mobile Home Park,CG,4146,CG,138,0
Mobile Home Park,CG,4147,CG,138,0
Mobile Home Park,R-3-18,4148,R-3-18,136,2
Mobile Home Park,CG,4149,CG,138,0
Mobile Home Park,MH,4150,MH,29,2
Mobile Home Park,R-1-6,4151,R-1-6,33,1
Mobile Home Park,R-1-6,4152,R-1-6,33,1
Mobile Home Park,PD,4153,PD__MF,1719,2
Mobile Home Park,PD,4154,PD__MF,1719,2
Mobile Home Park,PD,4155,PD__MF,1719,2
Mobile Home Park,PD,4156,PD__MF,1719,2
Mobile Home Park,PD,4157,PD__MF,1719,2
Mobile Home Park,R-1-6,4158,R-1-6,33,1
Mobile Home Park,PD,4159,PD__MF,1719,2
Mobile Home Park,MH,4160,MH,29,2
Mobile Home Park,R-1-6,4161,R-1-6,33,1
Mobile Home Park,MH,4162,MH,29,2
Mobile Home Park,PD,4163,PD__MF,1719,2
Mobile Home Park,PD,4164,PD__MF,1719,2
Mobile Home Park,PD,4165,PD__MF,1719,2
Mobile Home Park,County RR-20,4166,County RR-20,293,3
Mobile Home Park,MH,4167,MH,29,2
Mobile Home Park,R-2,4168,R-2,191,2
Mobile Home Park,R-1-6,4169,R-1-6,33,1
Mobile Home Park,CG-SA,4170,CG-SA,152,0
Mobile Home Park,PD,4171,PD__MF,1719,2
Mobile Home Park,PD,4172,PD__MF,1719,2
Mobile Home Park,PD,4173,PD__MF,1719,2
Mobile Home Park,MH,4174,MH,29,2
Mobile Home Park,R-3-18,4175,R-3-18,136,2
Mobile Home Park,R-3-15,4176,R-3-15,170,2
Mobile Home Park,PD,4177,PD__MF,1719,2
Mobile Home Park,PD,4178,PD__MF,1719,2
Mobile Home Park,PD,4179,PD__MF,1719,2
Mobile Home Park,PD,4180,PD__MF,1719,2
Mobile Home Park,CO,4181,CO,725,0
Mobile Home Park,MH,4182,MH,29,2
Mobile Home Park,R-1-6,4183,R-1-6,33,1
Mobile Home Park,PD,4184,PD__MF,1719,2
Mobile Home Park,PD,4185,PD__MF,1719,2
Mobile Home Park,RR-40,4186,RR-40,8,1
Mobile Home Park,RR-20,4187,RR-20,15,1
Mobile Home Park,PD,4188,PD__MF,1719,2
Mobile Home Park,R-1-6,4189,R-1-6,33,1
Mobile Home Park,RR-20,4190,RR-20,15,1
Mobile Home Park,MH,4191,MH,29,2
Mobile Home Park,RR-40-RC,4192,RR-40-RC,197,1
Mobile Home Park,R-1-6-RC,4193,R-1-6-RC,39,1
Mobile Home Park,PD-RC,4194,PD-RC__MF,1897,2
Mobile Home Park,MH-RC,4195,MH-RC,159,2
Mobile Home Park,IL-RC,4196,IL-RC,159,0
Mobile Home Park,CG-RC,4197,CG-RC,194,0
Mobile Home Park,IL,4198,IL,137,0
Mobile Home Park,MH-RC,4199,MH-RC,159,2
Mobile Home Park,R-1-6,4200,R-1-6,33,1
Mobile Home Park,R-2,4201,R-2,191,2
Mobile Home Park,R-1-6,4202,R-1-6,33,1
Mobile Home Park,R-2,4203,R-2,191,2
Mobile Home Park,R-3-15,4204,R-3-15,170,2
Mobile Home Park,MH,4205,MH,29,2
None,CD-10-SA,4206,CD-10-SA,2238,0
Office,R-1-6,4207,R-1-6,33,1
Office,PD,4208,PD__NonRes,14,0
Office,PD,4209,PD__NonRes,14,0
Office,R-3-18,4210,R-3-18,136,2
Office,CO,4211,CO,725,0
Office,R-3-18,4212,R-3-18,136,2
Office,PD,4213,PD__NonRes,14,0
Office,CO,4214,CO,725,0
Office,R-3-18,4215,R-3-18,136,2
Office,CO,4216,CO,725,0
Office,PD,4217,PD__NonRes,14,0
Office,CO,4218,CO,725,0
Office,PD,4219,PD__NonRes,14,0
Office,RR-20,4220,RR-20,15,1
Office,PD,4221,PD__NonRes,14,0
Office,PD,4222,PD__NonRes,14,0
Office,R-3-HD,4223,R-3-HD,825,2
Office,CO,4224,CO,725,0
Office,PD,4225,PD__NonRes,14,0
Office,R-3-18,4226,R-3-18,136,2
Office,CO,4227,CO,725,0
Office,R-1-6,4228,R-1-6,33,1
Office,CO,4229,CO,725,0
Office,R-3-18,4230,R-3-18,136,2
Office,PD,4231,PD__NonRes,14,0
Office,CO,4232,CO,725,0
Office,CO-H,4233,CO-H,957,0
Office,R-3-30,4234,R-3-30,173,2
Office,R-3-18,4235,R-3-18,136,2
Office,CD-7,4236,CD-7,147,0
Office,CO,4237,CO,725,0
Office,CO,4238,CO,725,0
Office,CO,4239,CO,725,0
Office,R-1-6,4240,R-1-6,33,1
Office,R-3-18,4241,R-3-18,136,2
Office,CO,4242,CO,725,0
Office,PD,4243,PD__NonRes,14,0
Office,CO,4244,CO,725,0
Office,R-1-6,4245,R-1-6,33,1
Office,PD,4246,PD__NonRes,14,0
Office,CO,4247,CO,725,0
Office,R-1-6,4248,R-1-6,33,1
Office,CO,4249,CO,725,0
Office,R-1-6,4250,R-1-6,33,1
Office,CG,4251,CG,138,0
Office,CO,4252,CO,725,0
Office,PD,4253,PD__NonRes,14,0
Office,PD,4254,PD__NonRes,14,0
Office,R-1-6,4255,R-1-6,33,1
Office,R-3-18,4256,R-3-18,136,2
Office,PD,4257,PD__NonRes,14,0
Office,CO,4258,CO,725,0
Office,PD,4259,PD__NonRes,14,0
Office,PI,4260,PI,83,0
Office,PD,4261,PD__NonRes,14,0
Office,PI,4262,PI,83,0
Office,PD,4263,PD__NonRes,14,0
Office,CO,4264,CO,725,0
Office,CD-5,4265,CD-5,877,0
Office,CO,4266,CO,725,0
Office,PD,4267,PD__NonRes,14,0
Office,PI,4268,PI,83,0
Office,PD,4269,PD__NonRes,14,0
Office,CD-5,4270,CD-5,877,0
Office,CO,4271,CO,725,0
Office,CD-7,4272,CD-7,147,0
Office,CG,4273,CG,138,0
Office,CO,4274,CO,725,0
Office,PI,4275,PI,83,0
Office,CO,4276,CO,725,0
Office,CO,4277,CO,725,0
Office,CO,4278,CO,725,0
Office,PD,4279,PD__NonRes,14,0
Office,CD-5,4280,CD-5,877,0
Office,CG,4281,CG,138,0
Office,CO,4282,CO,725,0
Office,PD,4283,PD__NonRes,14,0
Office,PD,4284,PD__NonRes,14,0
Office,County RR-20,4285,County RR-20,293,3
Office,R-3-HD,4286,R-3-HD,825,2
Office,CO,4287,CO,725,0
Office,PD,4288,PD__NonRes,14,0
Office,CG,4289,CG,138,0
Office,R-1-6,4290,R-1-6,33,1
Office,PD,4291,PD__NonRes,14,0
Office,PD,4292,PD__NonRes,14,0
Office,PD,4293,PD__NonRes,14,0
Office,CO,4294,CO,725,0
Office,PD,4295,PD__NonRes,14,0
Office,CO,4296,CO,725,0
Office,R-3-15,4297,R-3-15,170,2
Office,CO,4298,CO,725,0
Office,R-3-18,4299,R-3-18,136,2
Office,PD,4300,PD__NonRes,14,0
Office,CO,4301,CO,725,0
Office,CO,4302,CO,725,0
Office,R-1-6,4303,R-1-6,33,1
Office,CO,4304,CO,725,0
Office,PI,4305,PI,83,0
Office,PD,4306,PD__NonRes,14,0
Office,CO,4307,CO,725,0
Office,CO,4308,CO,725,0
Office,R-1-6,4309,R-1-6,33,1
Office,CO,4310,CO,725,0
Office,R-1-6,4311,R-1-6,33,1
Office,CO,4312,CO,725,0
Office,R-1-6,4313,R-1-6,33,1
Office,PD,4314,PD__NonRes,14,0
Office,CG,4315,CG,138,0
Office,R-2,4316,R-2,191,2
Office,R-1-6,4317,R-1-6,33,1
Office,PD,4318,PD__NonRes,14,0
Office,CO,4319,CO,725,0
Office,R-2,4320,R-2,191,2
Office,R-1-6,4321,R-1-6,33,1
Office,CO,4322,CO,725,0
Office,CO,4323,CO,725,0
Office,R-1-6-H,4324,R-1-6-H,490,1
Office,R-1-6,4325,R-1-6,33,1
Office,R-1-6,4326,R-1-6,33,1
Office,CO,4327,CO,725,0
Office,CO,4328,CO,725,0
Office,CO,4329,CO,725,0
Office,CO,4330,CO,725,0
Office,PD-H,4331,PD-H__NonRes,2292,0
Office,PD-H,4332,PD-H__NonRes,2292,0
Office,PD,4333,PD__NonRes,14,0
Office,PD-H,4334,PD-H__NonRes,2292,0
Office,PD,4335,PD__NonRes,14,0
Office,PD-H,4336,PD-H__NonRes,2292,0
Office,PD,4337,PD__NonRes,14,0
Office,PD,4338,PD__NonRes,14,0
Office,PD,4339,PD__NonRes,14,0
Office,PD,4340,PD__NonRes,14,0
Office,PD-H,4341,PD-H__NonRes,2292,0
Office,PD,4342,PD__NonRes,14,0
Office,PD,4343,PD__NonRes,14,0
Office,CO,4344,CO,725,0
Office,PD,4345,PD__NonRes,14,0
Office,PD-H,4346,PD-H__NonRes,2292,0
Office,CO-H,4347,CO-H,957,0
Office,PD,4348,PD__NonRes,14,0
Office,PD-H,4349,PD-H__NonRes,2292,0
Office,PD,4350,PD__NonRes,14,0
Office,CO,4351,CO,725,0
Office,PD,4352,PD__NonRes,14,0
Office,R-3-18,4353,R-3-18,136,2
Office,PD,4354,PD__NonRes,14,0
Office,CG,4355,CG,138,0
Office,R-2-H,4356,R-2-H,957,2
Office,PD-H,4357,PD-H__NonRes,2292,0
Office,CO-H,4358,CO-H,957,0
Office,R-1-6-H,4359,R-1-6-H,490,1
Office,CO-H,4360,CO-H,957,0
Office,PD,4361,PD__NonRes,14,0
Office,PD-H,4362,PD-H__NonRes,2292,0
Office,CO,4363,CO,725,0
Office,PD,4364,PD__NonRes,14,0
Office,R-1-6,4365,R-1-6,33,1
Office,CO,4366,CO,725,0
Office,CO,4367,CO,725,0
Office,PD,4368,PD__NonRes,14,0
Office,PD,4369,PD__NonRes,14,0
Office,CO,4370,CO,725,0
Office,R-1-6-H,4371,R-1-6-H,490,1
Office,CO-H,4372,CO-H,957,0
Office,PD,4373,PD__NonRes,14,0
Office,R-1-6,4374,R-1-6,33,1
Office,CO,4375,CO,725,0
Office,PD,4376,PD__NonRes,14,0
Office,R-1-6,4377,R-1-6,33,1
Office,CG,4378,CG,138,0
Office,CO,4379,CO,725,0
Office,PD,4380,PD__NonRes,14,0
Office,R-1-6,4381,R-1-6,33,1
Office,CO,4382,CO,725,0
Office,R-1-6,4383,R-1-6,33,1
Office,CO,4384,CO,725,0
Office,R-1-6,4385,R-1-6,33,1
Office,CO,4386,CO,725,0
Office,R-1-6,4387,R-1-6,33,1
Office,CO,4388,CO,725,0
Office,R-1-6,4389,R-1-6,33,1
Office,RR-20,4390,RR-20,15,1
Office,RR-40,4391,RR-40,8,1
Office,CN,4392,CN,196,0
Office,CO,4393,CO,725,0
Office,PD,4394,PD__NonRes,14,0
Office,PD,4395,PD__NonRes,14,0
Office,R-3-15,4396,R-3-15,170,2
Office,R-3-18,4397,R-3-18,136,2
Office,PD,4398,PD__NonRes,14,0
Office,CO,4399,CO,725,0
Office,CO-SR,4400,CO-SR,2330,0
Office,CO,4401,CO,725,0
Office,MH,4402,MH,29,2
Office,CG-SA,4403,CG-SA,152,0
Office,TV-M-SA,4404,TV-M-SA,147,0
Office,PI-SA,4405,PI-SA,156,0
Office,TV-R-SA,4406,TV-R-SA,147,2
Office,CN,4407,CN,196,0
Office,OSR,4408,OSR,80,0
Office,PD,4409,PD__NonRes,14,0
Office,CO-SA,4410,CO-SA,2033,0
Office,PI-SA,4411,PI-SA,156,0
Office,TV-M-SA,4412,TV-M-SA,147,0
Office,TV-R-SA,4413,TV-R-SA,147,2
Office,PD,4414,PD__NonRes,14,0
Office,PD,4415,PD__NonRes,14,0
Office,PD,4416,PD__NonRes,14,0
Office,PD,4417,PD__NonRes,14,0
Office,PD,4418,PD__NonRes,14,0
Office,R-3-30-SA,4419,R-3-30-SA,85,2
Office,R-3-15-SA,4420,R-3-15-SA,187,2
Office,CG-SA,4421,CG-SA,152,0
Office,R-3-15-SA,4422,R-3-15-SA,187,2
Office,CG-SA,4423,CG-SA,152,0
Office,CO-SA,4424,CO-SA,2033,0
Office,CG-SA,4425,CG-SA,152,0
Office,CO-SA,4426,CO-SA,2033,0
Office,PI-SA,4427,PI-SA,156,0
Office,CO,4428,CO,725,0
Office,PD,4429,PD__NonRes,14,0
Office,R-1-6,4430,R-1-6,33,1
Office,CO,4431,CO,725,0
Office,PD,4432,PD__NonRes,14,0
Office,CN-SA,4433,CN-SA,1832,0
Office,CO,4434,CO,725,0
Office,CO-SA,4435,CO-SA,2033,0
Office,CO-SA,4436,CO-SA,2033,0
Office,R-1-6,4437,R-1-6,33,1
Office,PD,4438,PD__NonRes,14,0
Office,PD,4439,PD__NonRes,14,0
Office,CO,4440,CO,725,0
Office,CO,4441,CO,725,0
Office,CG,4442,CG,138,0
Office,CO,4443,CO,725,0
Office,R-3-18,4444,R-3-18,136,2
Office,PI,4445,PI,83,0
Office,CO,4446,CO,725,0
Office,PD,4447,PD__NonRes,14,0
Office,CO,4448,CO,725,0
Office,R-3-18,4449,R-3-18,136,2
Office,CO,4450,CO,725,0
Office,R-3-18,4451,R-3-18,136,2
Office,PI,4452,PI,83,0
Office,PD,4453,PD__NonRes,14,0
Office,PD,4454,PD__NonRes,14,0
Office,CO,4455,CO,725,0
Office,CG,4456,CG,138,0
Office,CO,4457,CO,725,0
Office,R-1-6,4458,R-1-6,33,1
Office,R-2,4459,R-2,191,2
Office,PI,4460,PI,83,0
Office,PD,4461,PD__NonRes,14,0
Office,RR-20,4462,RR-20,15,1
Office,R-1-15-RC,4463,R-1-15-RC,2356,1
Office,PD-RC,4464,PD-RC__NonRes,22,0
Office,CG-RC,4465,CG-RC,194,0
Office,CO-RC,4466,CO-RC,2356,0
Office,CO-RC,4467,CO-RC,2356,0
Office,RR-20-RC,4468,RR-20-RC,39,1
Office,RR-40-RC,4469,RR-40-RC,197,1
Office,CG-RC,4470,CG-RC,194,0
Office,PD-RC,4471,PD-RC__NonRes,22,0
Office,PD-RC,4472,PD-RC__NonRes,22,0
Office,CO-RC,4473,CO-RC,2356,0
Office,R-3-15-RC,4474,R-3-15-RC,1616,2
Office,CG-RC,4475,CG-RC,194,0
Office,CG-RC,4476,CG-RC,194,0
Office,CO-G-RC,4477,CO-G-RC,39,0
Office,CG-G-RC,4478,CG-G-RC,2361,0
Office,CG-RC,4479,CG-RC,194,0
Office,CO-RC,4480,CO-RC,2356,0
Office/High Residential,R-3-18,4481,R-3-18,136,2
Office/High Residential,PD,4482,PD__MF,1719,2
Office/High Residential,CG,4483,CG,138,0
Office/High Residential,PD,4484,PD__MF,1719,2
Office/High Residential,R-3-15,4485,R-3-15,170,2
Office/High Residential,R-3-18,4486,R-3-18,136,2
Office/High Residential,PD,4487,PD__MF,1719,2
Office/High Residential,PD,4488,PD__MF,1719,2
Office/High Residential,PD,4489,PD__MF,1719,2
Office/Med Residential,PD,4490,PD__MF,1719,2
Office/Med Residential,TV-R,4491,TV-R,2202,2
Office/Med Residential,TV-R-SA,4492,TV-R-SA,147,2
Office/Med Residential,PD,4493,PD__MF,1719,2
Office/Med Residential,PD,4494,PD__MF,1719,2
Office/Med Residential,PD,4495,PD__MF,1719,2
Office/Med Residential,PD,4496,PD__MF,1719,2
Office/Med Residential,PD,4497,PD__MF,1719,2
Office/Med Residential,PD,4498,PD__MF,1719,2
Office/Med Residential,TV-R-SA,4499,TV-R-SA,147,2
Office/Med Residential,PD,4500,PD__MF,1719,2
Office/Med Residential,PD,4501,PD__MF,1719,2
Office/Med Residential,CG,4502,CG,138,0
Office/Med Residential,CN,4503,CN,196,0
Office/Med Residential,CO,4504,CO,725,0
Open Space,R-1-9,4505,R-1-9,291,1
Open Space,PD,4506,PD__NonRes,14,0
Open Space,OSC,4507,OSC,88,0
Open Space,RR-40,4508,RR-40,8,1
Open Space,R-1-6,4509,R-1-6,33,1
Open Space,R-1-6,4510,R-1-6,33,1
Open Space,PD,4511,PD__NonRes,14,0
Open Space,OSC,4512,OSC,88,0
Open Space,PI,4513,PI,83,0
Open Space,R-1-6,4514,R-1-6,33,1
Open Space,R-1-6,4515,R-1-6,33,1
Open Space,PD,4516,PD__NonRes,14,0
Open Space,PD,4517,PD__NonRes,14,0
Open Space,PD,4518,PD__NonRes,14,0
Open Space,IG,4519,IG,80,0
Open Space,OSR,4520,OSR,80,0
Open Space,RR-20-RH,4521,RR-20-RH,260,1
Open Space,PD,4522,PD__NonRes,14,0
Open Space,RR-20,4523,RR-20,15,1
Open Space,R-1-6,4524,R-1-6,33,1
Open Space,R-3-18,4525,R-3-18,136,2
Open Space,R-1-7.5,4526,R-1-7.5,370,1
Open Space,OSC,4527,OSC,88,0
Open Space,RR-20,4528,RR-20,15,1
Open Space,PD,4529,PD__NonRes,14,0
Open Space,R-1-6,4530,R-1-6,33,1
Open Space,PD,4531,PD__NonRes,14,0
Open Space,PD,4532,PD__NonRes,14,0
Open Space,PI-RC,4533,PI-RC,28,0
Open Space,R-3-18-RC,4534,R-3-18-RC,836,2
Open Space,PD-RC,4535,PD-RC__NonRes,22,0
Open Space,PD-RC,4536,PD-RC__NonRes,22,0
Open Space,PD-RC,4537,PD-RC__NonRes,22,0
Open Space,CG-RC,4538,CG-RC,194,0
Open Space,CO-RC,4539,CO-RC,2356,0
Open Space,RR-40,4540,RR-40,8,1
Open Space,OSC,4541,OSC,88,0
Parks/Recreation,PD,4542,PD__NonRes,14,0
Parks/Recreation,PI,4543,PI,83,0
Parks/Recreation,PD,4544,PD__NonRes,14,0
Parks/Recreation,PD,4545,PD__NonRes,14,0
Parks/Recreation,PD,4546,PD__NonRes,14,0
Parks/Recreation,R-3-30,4547,R-3-30,173,2
Parks/Recreation,PI,4548,PI,83,0
Parks/Recreation,R-1-6,4549,R-1-6,33,1
Parks/Recreation,PD,4550,PD__NonRes,14,0
Parks/Recreation,PD,4551,PD__NonRes,14,0
Parks/Recreation,R-3-30,4552,R-3-30,173,2
Parks/Recreation,R-1-6,4553,R-1-6,33,1
Parks/Recreation,R-1-6,4554,R-1-6,33,1
Parks/Recreation,R-1-7.5,4555,R-1-7.5,370,1
Parks/Recreation,PD-RC,4556,PD-RC__NonRes,22,0
Parks/Recreation,PD-RC,4557,PD-RC__NonRes,22,0
Parks/Recreation,OSC,4558,OSC,88,0
Parks/Recreation,OSR,4559,OSR,80,0
Parks/Recreation,RR-40,4560,RR-40,8,1
Parks/Recreation,RR-20,4561,RR-20,15,1
Parks/Recreation,RR-40-RC,4562,RR-40-RC,197,1
Parks/Recreation,PD,4563,PD__NonRes,14,0
Parks/Recreation,R-3-18,4564,R-3-18,136,2
Parks/Recreation,RR-40-G,4565,RR-40-G,2399,1
Parks/Recreation,OSR,4566,OSR,80,0
Parks/Recreation,RR-40,4567,RR-40,8,1
Parks/Recreation,RR-20,4568,RR-20,15,1
Parks/Recreation,PD,4569,PD__NonRes,14,0
Parks/Recreation,PD,4570,PD__NonRes,14,0
Parks/Recreation,PD-RC,4571,PD-RC__NonRes,22,0
Parks/Recreation,PD,4572,PD__NonRes,14,0
Parks/Recreation,PD,4573,PD__NonRes,14,0
Parks/Recreation,R-1-6,4574,R-1-6,33,1
Parks/Recreation,PD,4575,PD__NonRes,14,0
Parks/Recreation,PD,4576,PD__NonRes,14,0
Parks/Recreation,PD-RC,4577,PD-RC__NonRes,22,0
Parks/Recreation,R-2,4578,R-2,191,2
Parks/Recreation,PD,4579,PD__NonRes,14,0
Parks/Recreation,R-1-6,4580,R-1-6,33,1
Parks/Recreation,OSR-H-SA,4581,OSR-H-SA,2411,0
Parks/Recreation,PD-RC,4582,PD-RC__NonRes,22,0
Parks/Recreation,R-1-6-H-SA,4583,R-1-6-H-SA,584,1
Parks/Recreation,CD-7,4584,CD-7,147,0
Parks/Recreation,OSR-H,4585,OSR-H,2413,0
Parks/Recreation,PD,4586,PD__NonRes,14,0
Parks/Recreation,R-2-SA,4587,R-2-SA,1201,2
Parks/Recreation,R-1-6,4588,R-1-6,33,1
Parks/Recreation,CG,4589,CG,138,0
Parks/Recreation,R-1-6,4590,R-1-6,33,1
Parks/Recreation,R-1-6,4591,R-1-6,33,1
Parks/Recreation,TV-M-H-SA,4592,TV-M-H-SA,148,0
Parks/Recreation,R-1-6-H,4593,R-1-6-H,490,1
Parks/Recreation,PI-H-SA,4594,PI-H-SA,2420,0
Parks/Recreation,PI-H,4595,PI-H,747,0
Parks/Recreation,PD-H,4596,PD-H__NonRes,2292,0
Parks/Recreation,CO,4597,CO,725,0
Parks/Recreation,PD,4598,PD__NonRes,14,0
Parks/Recreation,PD-RC,4599,PD-RC__NonRes,22,0
Parks/Recreation,PD-RC,4600,PD-RC__NonRes,22,0
Parks/Recreation,R-1-7.5,4601,R-1-7.5,370,1
Parks/Recreation,CD-10-SA,4602,CD-10-SA,2238,0
Parks/Recreation,PD-RC,4603,PD-RC__NonRes,22,0
Parks/Recreation,PD-RC,4604,PD-RC__NonRes,22,0
Parks/Recreation,R-1-6,4605,R-1-6,33,1
Parks/Recreation,CO,4606,CO,725,0
Parks/Recreation,R-1-15,4607,R-1-15,197,1
Parks/Recreation,R-1-7.5,4608,R-1-7.5,370,1
Parks/Recreation,OSC,4609,OSC,88,0
Parks/Recreation,OSR,4610,OSR,80,0
Parks/Recreation,RR-20,4611,RR-20,15,1
Parks/Recreation,OSR-H,4612,OSR-H,2413,0
Parks/Recreation,PD-RC,4613,PD-RC__NonRes,22,0
Parks/Recreation,R-1-6,4614,R-1-6,33,1
Parks/Recreation,CD-5,4615,CD-5,877,0
Parks/Recreation,CG,4616,CG,138,0
Parks/Recreation,R-1-6,4617,R-1-6,33,1
Parks/Recreation,R-1-6,4618,R-1-6,33,1
Parks/Recreation,R-1-6,4619,R-1-6,33,1
Parks/Recreation,CG,4620,CG,138,0
Parks/Recreation,PD,4621,PD__NonRes,14,0
Parks/Recreation,PD,4622,PD__NonRes,14,0
Parks/Recreation,RR-40,4623,RR-40,8,1
Parks/Recreation,R-1-6,4624,R-1-6,33,1
Parks/Recreation,PD-RC,4625,PD-RC__NonRes,22,0
Parks/Recreation,R-1-6,4626,R-1-6,33,1
Parks/Recreation,PD-RC,4627,PD-RC__NonRes,22,0
Parks/Recreation,R-1-6,4628,R-1-6,33,1
Parks/Recreation,R-1-6,4629,R-1-6,33,1
Parks/Recreation,PD,4630,PD__NonRes,14,0
Parks/Recreation,PD,4631,PD__NonRes,14,0
Parks/Recreation,R-1-6,4632,R-1-6,33,1
Parks/Recreation,PD,4633,PD__NonRes,14,0
Parks/Recreation,PD,4634,PD__NonRes,14,0
Parks/Recreation,PD,4635,PD__NonRes,14,0
Parks/Recreation,R-1-9,4636,R-1-9,291,1
Parks/Recreation,RR-20,4637,RR-20,15,1
Parks/Recreation,RR-40,4638,RR-40,8,1
Parks/Recreation,RR-20,4639,RR-20,15,1
Parks/Recreation,RR-40,4640,RR-40,8,1
Parks/Recreation,RR-20,4641,RR-20,15,1
Parks/Recreation,RR-40-RC,4642,RR-40-RC,197,1
Parks/Recreation,PD,4643,PD__NonRes,14,0
Parks/Recreation,PD,4644,PD__NonRes,14,0
Parks/Recreation,R-1-6,4645,R-1-6,33,1
Parks/Recreation,R-3-30-SA,4646,R-3-30-SA,85,2
Parks/Recreation,Pre-Zone R-3-18-SA,4647,Pre-Zone R-3-18-SA,1197,3
Parks/Recreation,Pre-Zone R-3-30-SA,4648,Pre-Zone R-3-30-SA,2021,3
Parks/Recreation,PI,4649,PI,83,0
Parks/Recreation,R-1-7.5,4650,R-1-7.5,370,1
Parks/Recreation,R-1-6,4651,R-1-6,33,1
Parks/Recreation,RR-20,4652,RR-20,15,1
Parks/Recreation,PD,4653,PD__NonRes,14,0
Parks/Recreation,RR-40,4654,RR-40,8,1
Parks/Recreation,County RR-40,4655,County RR-40,1144,3
Parks/Recreation,RR-40,4656,RR-40,8,1
Parks/Recreation,PI,4657,PI,83,0
Parks/Recreation,R-1-6,4658,R-1-6,33,1
Parks/Recreation,R-1-6,4659,R-1-6,33,1
Parks/Recreation,PD,4660,PD__NonRes,14,0
Parks/Recreation,PD,4661,PD__NonRes,14,0
Parks/Recreation,OSR,4662,OSR,80,0
Parks/Recreation,RR-40,4663,RR-40,8,1
Parks/Recreation,RR-20,4664,RR-20,15,1
Parks/Recreation,RR-40,4665,RR-40,8,1
Parks/Recreation,RR-40,4666,RR-40,8,1
Parks/Recreation,RR-20,4667,RR-20,15,1
Parks/Recreation,R-1-6,4668,R-1-6,33,1
Parks/Recreation,PD,4669,PD__NonRes,14,0
Parks/Recreation,PD,4670,PD__NonRes,14,0
Parks/Recreation,R-1-6,4671,R-1-6,33,1
Parks/Recreation,R-1-6-SR,4672,R-1-6-SR,322,1
Parks/Recreation,R-1-6,4673,R-1-6,33,1
Parks/Recreation,RR-40,4674,RR-40,8,1
Parks/Recreation,PD,4675,PD__NonRes,14,0
Parks/Recreation,PD,4676,PD__NonRes,14,0
Parks/Recreation,CN-SR,4677,CN-SR,2452,0
Parks/Recreation,R-1-6,4678,R-1-6,33,1
Parks/Recreation,R-1-6,4679,R-1-6,33,1
Parks/Recreation,CO,4680,CO,725,0
Parks/Recreation,R-1-6,4681,R-1-6,33,1
Parks/Recreation,PD,4682,PD__NonRes,14,0
Parks/Recreation,PD,4683,PD__NonRes,14,0
Parks/Recreation,RR-20-SR,4684,RR-20-SR,1262,1
Parks/Recreation,RR-20,4685,RR-20,15,1
Parks/Recreation,PD,4686,PD__NonRes,14,0
Parks/Recreation,R-1-6,4687,R-1-6,33,1
Parks/Recreation,PD,4688,PD__NonRes,14,0
Parks/Recreation,RR-20,4689,RR-20,15,1
Parks/Recreation,PD,4690,PD__NonRes,14,0
Parks/Recreation,PD,4691,PD__NonRes,14,0
Parks/Recreation,R-1-6,4692,R-1-6,33,1
Parks/Recreation,R-1-6,4693,R-1-6,33,1
Parks/Recreation,R-1-6,4694,R-1-6,33,1
Parks/Recreation,PD,4695,PD__NonRes,14,0
Parks/Recreation,R-1-6,4696,R-1-6,33,1
Parks/Recreation,R-1-6,4697,R-1-6,33,1
Parks/Recreation,R-1-6,4698,R-1-6,33,1
Parks/Recreation,PD,4699,PD__NonRes,14,0
Parks/Recreation,PD,4700,PD__NonRes,14,0
Parks/Recreation,RR-40,4701,RR-40,8,1
Parks/Recreation,RR-20,4702,RR-20,15,1
Parks/Recreation,PD-RC,4703,PD-RC__NonRes,22,0
Parks/Recreation,PD-RC,4704,PD-RC__NonRes,22,0
Parks/Recreation,R-1-7.5-RC,4705,R-1-7.5-RC,1467,1
Parks/Recreation,R-1-7.5-RC,4706,R-1-7.5-RC,1467,1
Parks/Recreation,PD-RC,4707,PD-RC__NonRes,22,0
Parks/Recreation,PD-RC,4708,PD-RC__NonRes,22,0
Parks/Recreation,PD-RC,4709,PD-RC__NonRes,22,0
Parks/Recreation,R-1-6,4710,R-1-6,33,1
Parks/Recreation,PI,4711,PI,83,0
Parks/Recreation,PD,4712,PD__NonRes,14,0
Open Space,PD-RC,4713,PD-RC__NonRes,22,0
