FID_1,DATE_CREAT,DATE_UPDAT,EDITOR,SPECIFICPL,PRIMARY_ZO,COMBINING_,COMBININ_1,COMBININ_2,COMBININ_3,YARD_REQUI,AREAPLAN,PD_ZU_NUMB,MBSA_ACRE,MBSA_SQFT,MEDIAN_LOT,FRONT_YARD,SIDE_YARD,LABEL,Notes,GlobalID,SHAPE_Leng,SHAPE_Area,Zoning
1814,2009-10-30,2009-10-30,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{ED47027C-544E-44BA-A64E-4F07FA1B90A6},0.200831363841121,7.06455712623e-4,NA
1815,2003-01-01,2011-05-25,ppa,NA,A,CA,NA,NA,NA,NA,SLAP,NA,NA,NA,NA,NA,NA,A-CA,NA,{57EEF149-80CF-4E83-89E4-20A9047F9036},0.019459238824934,1.8171387502e-5,NA
1816,2011-08-30,2011-08-30,C1,NA,RS,D3,NA,NA,NA,3000 per Dwelling Unit,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{C9398E10-2052-432F-85D8-AF71296D445A},0.001674890193472,1.11731801e-7,2
1817,2009-12-18,2009-12-18,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{12C0A017-2534-442E-937A-E35B075E5AD7},0.001823835035829,1.47141372e-7,2
1818,2011-05-26,2011-05-26,C1,NA,A,CA,NA,NA,NA,NA,SLAP,NA,NA,NA,NA,NA,NA,A-CA,NA,{5270DFD7-C268-4E7C-ADA0-0328783E4314},0.012335164633364,7.089987965e-6,NA
1819,2011-05-31,2011-05-31,C1,NA,PD,NA,NA,NA,NA,NA,NA,1848,NA,NA,NA,NA,NA,PD-1848,NA,{006C4B9D-B0C4-418F-81A8-1666A3B228B7},0.044027467718809,1.09340603246e-4,NA
1820,2011-05-31,2011-05-31,C1,NA,PD,NA,NA,NA,NA,NA,NA,1848,NA,NA,NA,NA,NA,PD-1848,NA,{1854F286-8638-4ACA-B9F7-FFEB189B5EB1},0.014539707262975,1.1942504828e-5,NA
1821,2011-06-02,2011-06-02,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{72A51A87-D5DB-4928-AF2C-C714E9A622E4},0.005207690875813,6.76111773e-7,NA
1822,2011-06-01,2011-06-01,C1,NA,H1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H1,NA,{83161486-48CB-446A-9E86-B5EF409CF418},0.005802552896402,7.37185519e-7,NA
1823,2011-06-03,2013-05-16,ppa,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{A7CD10A6-A652-4650-B9CB-71A04500F6C7},0.025115225819147,2.9662998001e-5,NA
1824,2011-06-03,2013-05-16,ppa,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{696AF5BD-6E7B-4E78-813D-B97A5E03614A},0.011009492079152,4.777577923e-6,NA
1825,2012-07-11,NA,ppa,NA,PD,NA,NA,NA,NA,NA,NA,1951,NA,NA,NA,NA,NA,PD-1951,NA,{64F4A61A-6F9C-46CF-AC60-3A5D3E87ADA1},9.36464501203e-4,4.9412129e-8,NA
1826,2003-01-01,NA,C1,NA,RS,D15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D15,NA,{801BD7AE-0539-48F0-9295-1AE89202B923},0.003569224229816,4.61503829e-7,2
1827,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{A62FD4C5-AA2C-4448-96F0-FA3B5730508A},0.004274733338521,5.97214667e-7,1
1828,2008-02-05,2008-02-05,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{B650FFA7-E54E-4492-B855-861C634C5B3A},0.002238003996564,2.62345452e-7,1
