APN,LevelNm,GP,gnrl_p_,ASMT,Shp_Lng,Shap_Ar,Acres,id,edt_g__,zoning
162-070-025,1,VLDR,SR,162070025,341.455289697,7077.4311701,0.16247546304,6222,SR,1
161-470-040,1,VLDR,SR,161470040,515.646376966,2576.44034181,0.05914693163,6223,SR,1
161-470-045,1,VLDR,SR,161470045,256.148687708,4153.43728004,0.09534979982,6224,SR,1
161-070-053,1,VLDR,SR,161070053,588.727018839,21108.5553702,0.4845857523,6225,SR,1
161-060-048,1,SC,SC,161060048,435.017377974,10541.7012966,0.242004162,6226,SC,0
161-060-056,1,SC,SC,161060056,607.251205206,19725.0916882,0.45282579633,6227,SC,0
161-230-054,1,VLDR,SR,161230054,306.040446031,5301.44695158,0.12170447547,6228,SR,1
161-020-009,1,BMU,BC,161020009,977.885996329,39884.7518085,0.91562791112,6229,BC,0
161-540-005,1,VLDR,SR,161540005,344.670360861,6730.58393908,0.15451294626,6230,SR,1
162-020-033,1,RR,OTL,162020033,958.209358276,45265.2410138,1.03914694706,6231,OTL__Remove,3
162-240-071,1,VLDR,SR,162240071,321.809757401,6056.04184201,0.1390275905,6232,SR,1
162-210-015,1,VLDR,SR,162210015,338.987180555,6553.74337386,0.1504532455,6233,SR,1
162-220-031,1,VLDR,SR,162220031,347.536388066,6828.78077101,0.15676723533,6234,SR,1
162-190-028,1,VLDR,SR,162190028,433.462858116,9451.46670135,0.21697581959,6235,SR,1
164-250-016,1,LDR,PD_Vintana,164250016,270.847893602,4269.34667677,0.09801071342,6236,PD_Vintana,1
066-590-001,1,MDR,MDR,066590001,2229.04142539,230203.854516,5.28475331762,6237,MDR,2
164-040-057,1,MDR,MDR,164040057,320.483295253,6330.39523264,0.1453258777,6238,MDR,2
164-300-017,1,MDR,MDR,164300017,199.022238401,2129.11802505,0.04887782427,6239,MDR,2
162-020-031,1,RR,OTL,162020031,1326.3116783,109935.992559,2.52378311659,6240,OTL__Remove,3
162-240-068,1,VLDR,SR,162240068,351.987120474,6839.68814622,0.15701763421,6241,SR,1
162-020-014,1,VLDR,OTL,162020014,4801.40957559,1212559.24905,27.8365300516,6242,OTL__Remove,3
162-220-030,1,VLDR,SR,162220030,372.892401567,8216.42759103,0.18862322294,6243,SR,1
164-040-054,1,BMU,BC,164040054,435.687308392,11074.7224355,0.25424064361,6244,BC,0
164-090-024,1,MDR,MDR,164090024,155.188045957,1041.66295166,0.0239132909,6245,MDR,2
164-090-023,1,MDR,MDR,164090023,155.181874194,1041.55167107,0.02391073625,6246,MDR,2
164-090-070,1,MDR,MDR,164090070,155.204953749,1041.69537467,0.02391403523,6247,MDR,2
164-090-068,1,MDR,MDR,164090068,155.190714535,1041.36805176,0.02390652093,6248,MDR,2
164-130-075,1,LI,LI,164130075,413.004634695,5295.38446967,0.12156530004,6249,LI,0
164-180-019,1,VLDR,SR,164180019,331.200876472,6806.11300687,0.15624685507,6250,SR,1
164-130-061,1,VLDR,SR,164130061,574.981418099,19153.2025981,0.43969702934,6251,SR,1
164-130-063,1,VLDR,SR,164130063,573.310686447,20375.7812983,0.46776357434,6252,SR,1
163-080-007,1,VLDR,SR,163080007,323.246497965,6006.53385364,0.13789104347,6253,SR,1
164-130-018,1,LI,LI,164130018,851.667538193,46013.0449057,1.05631416221,6254,LI,0
163-100-026,1,VLDR,SR,163100026,315.270611643,5744.29664392,0.13187090551,6255,SR,1
163-100-047,1,VLDR,SR,163100047,339.045646668,5976.07898718,0.13719189594,6256,SR,1
163-100-050,1,VLDR,SR,163100050,340.430501672,6010.7002558,0.1379866909,6257,SR,1
163-011-036,1,VLDR,SR,163011036,2049.11833998,197479.766609,4.53351163014,6258,SR,1
163-110-040,1,VLDR,SR,163110040,316.460629162,6061.49557936,0.13915279108,6259,SR,1
163-090-026,1,VLDR,SR,163090026,328.7446962,5706.49020421,0.13100298908,6260,SR,1
163-100-019,1,VLDR,SR,163100019,300.007371243,5000.22466093,0.1147893632,6261,SR,1
163-100-017,1,VLDR,SR,163100017,299.992205475,4999.45235306,0.11477163345,6262,SR,1
163-100-011,1,VLDR,SR,163100011,325.348650065,6686.86497025,0.15350929684,6263,SR,1
163-090-013,1,VLDR,SR,163090013,298.858810423,4962.07261599,0.11391351276,6264,SR,1
163-130-007,1,LI,LI,163130007,1666.50819438,131787.477325,3.02542418101,6265,LI,0
066-540-035,1,VLDR,SR,066540035,335.370935456,7188.3538695,0.16502189782999999,6266,SR,1
066-570-018,1,VLDR,SR,066570018,333.831876307,6692.19285101,0.15363160815,6267,SR,1
066-450-033,1,VLDR,SR,066450033,351.238865669,7230.68112333,0.16599359787,6268,SR,1
066-450-032,1,VLDR,SR,066450032,322.47048364,6115.54805003,0.14039366506,6269,SR,1
066-520-002,1,VLDR,SR,066520002,343.541901945,6927.36996095,0.1590305317,6270,SR,1
066-570-032,1,VLDR,SR,066570032,563.88048102,14470.948887,0.33220727473,6271,SR,1
164-080-015,1,VLDR,SR,164080015,455.644230529,12707.7145887,0.29172898505,6272,SR,1
164-030-068,1,BMU,BC,164030068,1558.47463592,56256.9680148,1.29148227766,6273,BC,0
163-120-036,1,VLDR,SR,163120036,334.287336455,6478.63507882,0.1487289963,6274,SR,1
163-172-008,1,ER,ER,163172008,903.701323103,44273.302236,1.01637516612,6275,ER,1
163-172-005,1,ER,ER,163172005,900.230397993,44023.7392952,1.01064598933,6276,ER,1
163-172-010,1,ER,ER,163172010,1058.22257403,67851.1051967,1.55764704308,6277,ER,1
163-210-007,1,ER,PD,163210007,531.252118408,17147.2915888,0.39364764896,6278,PD,1
162-160-044,1,VLDR,SR,162160044,330.268909342,6382.56887825,0.14652361979,6279,SR,1
162-160-042,1,VLDR,SR,162160042,327.418341663,6218.62479966,0.14275998163,6280,SR,1
162-160-004,1,VLDR,SR,162160004,383.994468918,8393.5191458,0.19268868562,6281,SR,1
162-160-058,1,VLDR,SR,162160058,254.559180468,1751.38251817,0.04020621024,6282,SR,1
162-043-032,1,VLDR,SR,162043032,367.785005429,7916.01773185,0.18172676152,6283,SR,1
161-500-025,1,LDR,VR,161500025,687.786170154,20088.4765996,0.46116796601,6284,VR,1
161-470-038,1,VLDR,SR,161470038,242.63436129,1117.50207382,0.02565431758,6285,SR,1
161-470-030,1,VLDR,SR,161470030,414.620256252,9634.1940586,0.2211706625,6286,SR,1
161-230-057,1,VLDR,SR,161230057,306.076500205,5302.57677768,0.12173041271,6287,SR,1
161-230-043,1,VLDR,SR,161230043,326.055961707,5832.05305676,0.13388551554,6288,SR,1
161-230-035,1,VLDR,SR,161230035,314.055693768,5701.94451117,0.13089863432,6289,SR,1
161-400-089,1,VLDR,SR,161400089,355.176101356,7112.39698029,0.16327816759,6290,SR,1
161-020-032,1,ER,OTL,161020032,685.891293166,26310.0795933,0.60399631757,6291,OTL__Remove,3
161-500-001,1,VLDR,SR,161500001,257.930906116,1274.77225085,0.02926474405,6292,SR,1
161-290-019,1,VLDR,SR,161290019,379.5352646,8835.93958462,0.20284526136,6293,SR,1
161-580-016,1,LDR,VR,161580016,394.630869743,9687.34039181,0.22239073443,6294,VR,1
161-540-020,1,VLDR,SR,161540020,407.173087025,10123.843563,0.23241146839,6295,SR,1
162-020-028,1,ER,ER,162020028,1634.62408208,140611.778365,3.22800225814,6296,ER,1
162-240-059,1,VLDR,SR,162240059,339.799770249,6417.59160664,0.14732763101,6297,SR,1
162-210-019,1,VLDR,SR,162210019,343.19711337,6707.76335948,0.15398905784,6298,SR,1
162-220-029,1,VLDR,SR,162220029,354.561334659,7042.42920365,0.16167192846,6299,SR,1
162-190-031,1,VLDR,SR,162190031,385.404065475,7854.15457784,0.18030657892,6300,SR,1
162-190-030,1,VLDR,SR,162190030,331.7685881,5859.88347344,0.13452441399,6301,SR,1
162-020-034,1,RR,OTL,162020034,1325.88280812,109863.237155,2.52211288234,6302,OTL__Remove,3
162-020-032,1,RR,OTL,162020032,1038.71909759,64648.6199961,1.48412809909,6303,OTL__Remove,3
162-220-025,1,VLDR,SR,162220025,420.348780678,8572.11161262,0.19678860451,6304,SR,1
163-110-006,1,VLDR,SR,163110006,394.441058202,8996.3780295,0.20652842125,6305,SR,1
163-220-042,1,VLDR,SR,163220042,505.915420062,15690.5176961,0.36020472213,6306,SR,1
163-220-043,1,VLDR,SR,163220043,421.22331435,9400.06760889,0.21579585879,6307,SR,1
163-290-023,1,ER,PD_Villas,163290023,463.802533929,12911.942125,0.29641740415,6308,PD_Villas,1
163-150-031,1,VLDR,SR,163150031,378.274745206,8111.99068832,0.18622568155,6309,SR,1
162-180-065,1,VLDR,SR,162180065,308.353639737,5201.66252928,0.11941374034,6310,SR,1
163-140-007,1,VLDR,SR,163140007,343.688565817,6541.16707603,0.15016453343,6311,SR,1
162-060-015,1,VLDR,SR,162060015,344.893459533,6560.80686224,0.15061540088,6312,SR,1
162-060-013,1,VLDR,SR,162060013,369.092947903,8622.83229815,0.19795299123000001,6313,SR,1
163-250-004,1,VLDR,SR,163250004,357.717728072,7039.92122294,0.16161435314,6314,SR,1
163-220-018,1,VLDR,SR,163220018,381.964540334,8460.96449839,0.19423701787,6315,SR,1
163-140-045,1,VLDR,SR,163140045,340.403505222,7109.5248097,0.16321223163,6316,SR,1
163-120-030,1,VLDR,SR,163120030,352.258600678,7313.13491901,0.16788647656,6317,SR,1
162-042-016,1,VLDR,SR,162042016,373.743691683,8086.72862376,0.18564574435,6318,SR,1
163-290-024,1,ER,PD_Villas,163290024,496.424415308,14166.6125912,0.32522067473,6319,PD_Villas,1
162-160-008,1,VLDR,SR,162160008,463.028926057,11791.7355957,0.27070100082,6320,SR,1
162-150-002,1,ER,ER,162150002,489.379942883,13616.637572,0.31259498558,6321,ER,1
163-220-056,1,VLDR,SR,163220056,355.948503026,7520.3071988,0.17264249768,6322,SR,1
162-140-027,1,ER,ER,162140027,532.256111529,15704.5514711,0.36052689328,6323,ER,1
163-220-082,1,VLDR,SR,163220082,381.483375404,8391.06847154,0.19263242589,6324,SR,1
162-060-005,1,VLDR,SR,162060005,357.431321448,7300.61549793,0.1675990702,6325,SR,1
162-050-008,1,ER,ER,162050008,695.269524099,28287.5672553,0.64939318768,6326,ER,1
163-150-032,1,VLDR,SR,163150032,425.092096416,10182.7945447,0.23376479671,6327,SR,1
163-160-001,1,VLDR,SR,163160001,775.064848042,21463.7580826,0.49274008454,6328,SR,1
163-110-043,1,VLDR,SR,163110043,349.868499982,7998.62318055,0.18362312168,6329,SR,1
163-120-012,1,VLDR,SR,163120012,426.759606366,9478.49337044,0.21759626654,6330,SR,1
163-220-035,1,VLDR,SR,163220035,348.534456261,7215.67693992,0.16564914922,6331,SR,1
163-150-047,1,VLDR,SR,163150047,408.204105046,9883.84671003,0.22690189876,6332,SR,1
162-180-081,1,VLDR,SR,162180081,365.318903601,6568.66282536,0.15079574898,6333,SR,1
163-200-006,1,ER,PD,163200006,1039.46723911,55659.6436078,1.27776959614,6334,PD,1
163-220-063,1,VLDR,SR,163220063,350.521437508,7972.32957172,0.18301950348,6335,SR,1
163-200-014,1,ER,PD,163200014,450.321193939,12955.6384989,0.29742053487,6336,PD,1
162-043-022,1,VLDR,SR,162043022,354.141528394,6590.88661428,0.15130593697,6337,SR,1
163-190-055,1,ER,PD,163190055,503.181809084,14507.4683599,0.33304564646,6338,PD,1
163-150-036,1,VLDR,SR,163150036,477.479356917,14483.3942678,0.33249298135,6339,SR,1
163-160-010,1,VLDR,SR,163160010,588.396912131,18945.4290709,0.43492720549,6340,SR,1
162-180-037,1,VLDR,SR,162180037,395.737006574,8280.38978832,0.19009159294,6341,SR,1
162-180-040,1,VLDR,SR,162180040,301.08752348,5024.49131389,0.1153464489,6342,SR,1
163-023-032,1,VLDR,SR,163023032,384.84740497,7205.21805212,0.16540904619,6343,SR,1
163-022-010,1,VLDR,SR,163022010,363.759753104,7288.13376696,0.16731252908,6344,SR,1
163-100-071,1,VLDR,SR,163100071,374.35908126099997,7691.56292658,0.17657398821,6345,SR,1
163-172-001,1,ER,ER,163172001,1075.00104128,44790.743311,1.02825397867,6346,ER,1
163-250-002,1,VLDR,SR,163250002,383.169409887,8045.33274584,0.18469542575,6347,SR,1
162-160-006,1,VLDR,SR,162160006,372.756344458,7295.42986313,0.16748002441,6348,SR,1
163-200-012,1,ER,PD,163200012,656.332696331,20218.5917754,0.46415499944,6349,PD,1
163-250-006,1,VLDR,SR,163250006,380.198940584,8854.45938166,0.20327041739,6350,SR,1
163-200-032,1,ER,PD,163200032,492.114591617,14509.7759119,0.33309862057,6351,PD,1
163-190-027,1,ER,PD,163190027,719.494866481,27122.3208002,0.62264280992,6352,PD,1
163-250-028,1,VLDR,SR,163250028,317.775493208,5935.78201538,0.13626680476,6353,SR,1
162-043-035,1,VLDR,SR,162043035,255.937398301,1253.05864241,0.02876626819,6354,SR,1
163-023-050,1,VLDR,SR,163023050,433.846927513,2054.50379085,0.04716491715,6355,SR,1
163-022-008,1,VLDR,SR,163022008,353.439689871,6833.26633189,0.15687020964,6356,SR,1
163-100-061,1,VLDR,SR,163100061,345.35409652,6889.28695772,0.15815626625,6357,SR,1
163-230-016,1,VLDR,SR,163230016,380.005064427,7678.80389418,0.17628108113,6358,SR,1
162-160-016,1,VLDR,SR,162160016,620.083012897,24763.226608,0.56848545932,6359,SR,1
162-140-007,1,ER,ER,162140007,452.395437978,11960.7985765,0.27458215281,6360,ER,1
163-023-030,1,VLDR,SR,163023030,397.431321815,8236.56945232,0.18908561644,6361,SR,1
163-100-008,1,VLDR,SR,163100008,356.963492448,7800.03759059,0.17906422384,6362,SR,1
162-060-049,1,VLDR,SR,162060049,268.77312552,1242.96445758,0.02853453759,6363,SR,1
163-220-012,1,VLDR,SR,163220012,540.10115148,15408.091277,0.35372110369,6364,SR,1
163-100-039,1,VLDR,SR,163100039,312.885967861,6113.33336924,0.14034282299,6365,SR,1
163-250-008,1,VLDR,SR,163250008,374.317459708,7847.01560688,0.1801426907,6366,SR,1
162-150-009,1,ER,ER,162150009,592.177096209,18531.2933302,0.42541995708,6367,ER,1
162-050-028,1,ER,ER,162050028,525.511170981,16309.3326983,0.37441075983,6368,ER,1
162-180-039,1,VLDR,SR,162180039,322.435390592,5800.2444248,0.13315528983,6369,SR,1
163-021-016,1,VLDR,SR,163021016,320.163192909,6036.50492497,0.1385790846,6370,SR,1
163-090-061,1,VLDR,SR,163090061,317.962548826,5991.36617051,0.13754284138,6371,SR,1
162-050-009,1,ER,ER,162050009,536.291640004,15848.2767543,0.36382637177,6372,ER,1
163-120-031,1,VLDR,SR,163120031,368.185222905,8435.49652524,0.19365235366,6373,SR,1
163-200-004,1,ER,PD,163200004,772.04732644,31824.0503276,0.73057966776,6374,PD,1
162-150-019,1,ER,ER,162150019,505.483254942,14660.605439,0.33656119006,6375,ER,1
162-043-023,1,VLDR,SR,162043023,420.298789703,8930.78034717,0.20502250567,6376,SR,1
163-150-046,1,VLDR,SR,163150046,421.021750305,10064.8104835,0.23105625536,6377,SR,1
163-140-001,1,VLDR,SR,163140001,366.216105371,8324.8429106,0.1911120962,6378,SR,1
163-100-010,1,VLDR,SR,163100010,307.550061446,5308.21463121,0.12185984002,6379,SR,1
163-150-023,1,VLDR,SR,163150023,443.884129581,11662.4332403,0.26773262719,6380,SR,1
162-180-071,1,VLDR,SR,162180071,327.823567147,6516.53691041,0.14959910263,6381,SR,1
163-230-010,1,VLDR,SR,163230010,742.018313348,19797.5943588,0.45449022862,6382,SR,1
163-171-009,1,OS,OS,163171009,3121.02463418,107438.584422,2.46645051475,6383,OS,0
162-140-030,1,ER,ER,162140030,438.664292834,2275.47461287,0.0522377092,6384,ER,1
162-140-005,1,ER,ER,162140005,461.506401906,12259.1767306,0.28143197269,6385,ER,1
163-290-002,1,ER,PD_Villas,163290002,420.490242569,11192.319394,0.2569402983,6386,PD_Villas,1
163-024-005,1,VLDR,SR,163024005,325.79764881,6763.05799248,0.15525844794,6387,SR,1
163-023-051,1,VLDR,SR,163023051,506.746198859,9795.51433479,0.22487406645,6388,SR,1
059-271-103,1,HI,HI,059271103,3469.15245576,571849.518814,13.1278585586,6389,HI,0
059-310-050,1,VLDR,OTL,059310050,1852.01568931,104020.720995,2.387987167,6390,OTL,0
163-023-037,1,VLDR,SR,163023037,1833.55019926,13520.0655014,0.3103779959,6391,SR,1
059-310-061,1,BMU,BC,059310061,757.107311167,33347.7500157,0.76555899944,6392,BC,0
163-100-054,1,VLDR,SR,163100054,381.643697942,8201.40301079,0.18827830603,6393,SR,1
162-110-005,1,VLDR,SR,162110005,1165.07208445,70442.3794375,1.61713451418,6394,SR,1
163-250-010,1,VLDR,SR,163250010,416.415433087,8779.67410014,0.20155358357,6395,SR,1
163-023-029,1,VLDR,SR,163023029,360.076804131,7407.8114445,0.17005995052,6396,SR,1
163-022-011,1,VLDR,SR,163022011,341.725350636,7150.13921203,0.16414461001,6397,SR,1
163-171-037,1,BMU,BC,163171037,1563.74361269,135604.726168,3.11305615629,6398,BC,0
059-271-104,1,HI,PD_ShilohO,059271104,5538.43322185,1341920.54414,30.8062567525,6399,PD_ShilohO,0
163-200-027,1,ER,PD,163200027,441.155413703,12367.5446726,0.28391975832,6400,PD,1
162-140-011,1,ER,ER,162140011,616.154210893,19670.8494206,0.45158056521,6401,ER,1
163-220-019,1,VLDR,SR,163220019,371.637839267,8385.59105927,0.1925066818,6402,SR,1
162-050-015,1,ER,ER,162050015,489.799047791,13765.8120436,0.31601956023,6403,ER,1
162-140-002,1,ER,ER,162140002,552.462247097,16397.6958806,0.37643929937,6404,ER,1
162-043-002,1,VLDR,SR,162043002,367.465335859,7348.75259733,0.16870414594,6405,SR,1
163-150-034,1,VLDR,SR,163150034,455.18445055,11997.5164006,0.27542507807,6406,SR,1
163-160-015,1,VLDR,SR,163160015,604.090926563,21932.5383905,0.5035017996,6407,SR,1
163-023-048,1,VLDR,SR,163023048,373.536811428,7768.7099077,0.1783450392,6408,SR,1
163-220-015,1,VLDR,SR,163220015,425.495039021,11186.6162509,0.25680937215,6409,SR,1
163-220-075,1,VLDR,SR,163220075,362.882853027,8040.46712015,0.18458372636,6410,SR,1
163-160-020,1,VLDR,SR,163160020,1233.37534371,100069.589666,2.29728167278,6411,SR,1
162-180-038,1,VLDR,SR,162180038,352.518706747,6089.17093059,0.13978812972,6412,SR,1
163-023-006,1,VLDR,SR,163023006,354.115929872,6906.17180518,0.15854388901,6413,SR,1
163-100-076,1,VLDR,SR,163100076,376.193161987,7700.71612969,0.17678411684,6414,SR,1
162-110-001,1,VLDR,SR,162110001,1074.66299266,61592.0624551,1.41395919318,6415,SR,1
162-110-006,1,VLDR,SR,162110006,1096.77582501,58355.0679139,1.33964802373,6416,SR,1
162-041-009,1,VLDR,SR,162041009,331.965520896,6528.25493445,0.14986811144,6417,SR,1
163-220-066,1,VLDR,SR,163220066,360.584201017,7976.57541215,0.18311697457,6418,SR,1
162-150-013,1,ER,ER,162150013,570.520497895,17507.4197476,0.40191505389,6419,ER,1
163-220-073,1,VLDR,SR,163220073,364.466323731,8171.05683664,0.18758165373,6420,SR,1
163-220-057,1,VLDR,SR,163220057,367.852264213,7922.79214669,0.18188228069,6421,SR,1
163-280-016,1,GC,PD_ShilohC,163280016,1595.93309995,119120.866922,2.73463881824,6422,PD_ShilohC,0
163-200-017,1,ER,PD,163200017,488.937277071,15854.6263729,0.36397213896,6423,PD,1
163-100-073,1,VLDR,SR,163100073,411.619974205,10102.648748,0.23192490239,6424,SR,1
162-060-039,1,VLDR,SR,162060039,358.505961135,7393.35786679,0.16972814203,6425,SR,1
162-050-022,1,ER,ER,162050022,482.422847344,14009.7954145,0.32162064771,6426,ER,1
163-150-040,1,VLDR,SR,163150040,997.553104348,19088.3761304,0.43820881842,6427,SR,1
163-150-024,1,VLDR,SR,163150024,375.88024703,8956.87500362,0.20562155656,6428,SR,1
162-041-010,1,VLDR,SR,162041010,326.403851271,6345.30642683,0.14566819162,6429,SR,1
163-023-008,1,VLDR,SR,163023008,457.458186778,10260.6467866,0.23555203826,6430,SR,1
163-100-016,1,VLDR,SR,163100016,302.221114202,5053.80409994,0.11601937787,6431,SR,1
163-130-013,1,GC,GC,163130013,739.905515773,32050.6820085,0.73578241525,6432,GC,0
163-110-002,1,VLDR,SR,163110002,323.278098466,6085.43000758,0.13970224994,6433,SR,1
163-150-028,1,VLDR,SR,163150028,365.933078466,8352.47314542,0.19174639911,6434,SR,1
163-140-034,1,VLDR,SR,163140034,335.982377249,6525.34590663,0.14980132935,6435,SR,1
163-070-058,1,VLDR,SR,163070058,329.863147205,6290.14415851,0.14440184019,6436,SR,1
163-022-012,1,VLDR,SR,163022012,343.523110851,7048.54081157,0.16181223167,6437,SR,1
059-310-063,1,VLDR,OTL,059310063,889.199934972,37050.899725,0.85057161903,6438,OTL__Remove,3
162-110-007,1,VLDR,SR,162110007,895.580099457,40803.9694965,0.93673024556,6439,SR,1
162-060-003,1,VLDR,SR,162060003,388.389690571,8397.9343749,0.19279004534,6440,SR,1
162-140-024,1,ER,ER,162140024,627.725755648,20098.4522078,0.46139697447,6441,ER,1
163-290-032,1,ER,PD_Villas,163290032,425.566392621,10901.0538483,0.25025376144,6442,PD_Villas,1
163-100-072,1,VLDR,SR,163100072,350.32731415,6397.38143809,0.14686366938,6443,SR,1
163-090-034,1,VLDR,SR,163090034,343.480307085,6394.56471192,0.14679900624,6444,SR,1
163-150-020,1,VLDR,SR,163150020,365.533970203,8264.47364646,0.1897262086,6445,SR,1
162-180-023,1,VLDR,SR,162180023,305.611093928,5136.6797428,0.11792194084,6446,SR,1
163-021-009,1,VLDR,SR,163021009,458.136738426,10574.1846672,0.24274987758,6447,SR,1
163-023-044,1,VLDR,SR,163023044,429.216455267,8648.2824981,0.19853724743,6448,SR,1
162-060-027,1,VLDR,SR,162060027,372.747594538,8055.91963514,0.18493846729,6449,SR,1
163-220-032,1,VLDR,SR,163220032,591.328483151,17888.2280464,0.41065720951,6450,SR,1
163-220-017,1,VLDR,SR,163220017,399.214561651,9732.22419459,0.22342112476,6451,SR,1
163-090-068,1,PR,REC,163090068,2678.84214236,226513.848644,5.20004243904,6452,REC,0
163-172-019,1,NC,PD_TheOaks,163172019,845.414727729,42247.3181241,0.96986497071,6453,PD_TheOaks,0
162-140-003,1,ER,ER,162140003,529.164488515,15243.6958262,0.34994710345,6454,ER,1
162-180-031,1,VLDR,SR,162180031,340.016005297,5916.53980381,0.13582506437,6455,SR,1
163-090-036,1,VLDR,SR,163090036,332.100026257,6075.56117385,0.1394756927,6456,SR,1
163-250-011,1,VLDR,SR,163250011,340.801478778,7261.3155208,0.16669686687,6457,SR,1
163-190-038,1,ER,PD,163190038,661.09314526,24256.9141549,0.55686212477,6458,PD,1
163-290-018,1,ER,PD_Villas,163290018,852.742176538,22489.0548165,0.51627765878,6459,PD_Villas,1
163-150-022,1,VLDR,SR,163150022,396.804786243,9569.17987254,0.21967814216,6460,SR,1
163-150-045,1,VLDR,SR,163150045,448.184011209,11226.3053821,0.25772050923,6461,SR,1
163-140-003,1,VLDR,SR,163140003,359.09563265,7128.91495014,0.163657368,6462,SR,1
163-230-005,1,VLDR,SR,163230005,318.338667225,6024.74908645,0.13830920768,6463,SR,1
163-230-009,1,VLDR,SR,163230009,343.253455161,7117.23523314,0.16338923859,6464,SR,1
162-140-028,1,ER,ER,162140028,504.919428125,14532.7042242,0.33362498219,6465,ER,1
162-050-006,1,ER,ER,162050006,480.255200507,13646.380792,0.31327779596,6466,ER,1
162-180-077,1,VLDR,SR,162180077,308.542647937,5178.45009749,0.11888085623,6467,SR,1
163-021-014,1,VLDR,SR,163021014,329.838609071,6825.67251172,0.15669587952,6468,SR,1
163-100-053,1,VLDR,SR,163100053,375.768350937,7804.86219379,0.17917498149,6469,SR,1
163-171-041,1,HDR,CR,163171041,1533.64425461,100334.865339,2.30337156426,6470,CR,2
163-240-038,1,VLDR,SR,163240038,311.236948557,5546.74021929,0.12733563405,6471,SR,1
162-070-020,1,VLDR,SR,162070020,428.723303199,9584.22884823,0.22002361911,6472,SR,1
163-190-069,1,ER,PD,163190069,448.169286518,12107.2014599,0.27794310055,6473,PD,1
163-210-030,1,ER,PD,163210030,765.461727336,30103.4527151,0.6910801817,6474,PD,1
163-023-047,1,VLDR,SR,163023047,392.042524661,8387.52811688,0.19255115052,6475,SR,1
163-140-038,1,VLDR,SR,163140038,352.607583299,6951.89473731,0.1595935431,6476,SR,1
163-100-015,1,VLDR,SR,163100015,306.850293428,5284.18845315,0.12130827487,6477,SR,1
163-172-020,1,NC,PD_TheOaks,163172020,770.982156926,25428.0994699,0.58374883999,6478,PD_TheOaks,0
163-220-061,1,VLDR,SR,163220061,408.437115471,9078.03114787,0.20840291891,6479,SR,1
163-230-011,1,VLDR,SR,163230011,601.807129102,11984.3890981,0.27512371667,6480,SR,1
162-150-001,1,ER,ER,162150001,494.979975175,13987.1866492,0.32110162188,6481,ER,1
163-220-083,1,VLDR,SR,163220083,387.367838094,8835.07670444,0.20282545235,6482,SR,1
163-220-009,1,VLDR,SR,163220009,399.777416965,9433.89054992,0.21657232667,6483,SR,1
163-210-024,1,ER,PD,163210024,622.304207076,17777.6378229,0.40811840732,6484,PD,1
162-140-031,1,ER,ER,162140031,892.32142381,4752.3596656,0.10909916588,6485,ER,1
163-150-021,1,VLDR,SR,163150021,423.786827463,9120.04038808,0.20936731837,6486,SR,1
163-140-010,1,VLDR,SR,163140010,346.983820565,7440.54395203,0.17081138549,6487,SR,1
163-230-012,1,VLDR,SR,163230012,366.583403053,7304.11497921,0.16767940724,6488,SR,1
163-220-068,1,VLDR,SR,163220068,372.609824022,8426.56172806,0.19344723894,6489,SR,1
163-090-035,1,VLDR,SR,163090035,409.99464734,10350.707882,0.23761955652,6490,SR,1
163-210-012,1,ER,PD,163210012,551.87695072,18103.520419,0.41559964231,6491,PD,1
162-140-008,1,ER,ER,162140008,470.914655477,12605.9774067,0.28939342072,6492,ER,1
163-220-023,1,VLDR,SR,163220023,486.689694223,14775.9602577,0.33920937231,6493,SR,1
163-220-028,1,VLDR,SR,163220028,527.051959875,16167.577531,0.37115650898,6494,SR,1
162-150-028,1,ER,ER,162150028,2040.70863371,108267.768722,2.48548596699,6495,ER,1
163-240-029,1,VLDR,SR,163240029,387.892262964,7505.65561113,0.17230614351,6496,SR,1
162-180-069,1,VLDR,SR,162180069,333.671734799,6004.1777032,0.1378369537,6497,SR,1
163-070-056,1,VLDR,SR,163070056,336.754950736,6503.99986114,0.14931129158,6498,SR,1
162-044-015,1,VLDR,SR,162044015,341.032354682,6377.74492816,0.14641287714,6499,SR,1
163-250-009,1,VLDR,SR,163250009,439.734997018,10400.6721141,0.23876657746,6500,SR,1
162-050-026,1,ER,ER,162050026,501.663644938,16272.6270797,0.37356811478,6501,ER,1
162-180-022,1,VLDR,SR,162180022,308.213286864,4978.28667685,0.11428573638,6502,SR,1
059-310-029,1,VLDR,OTL,059310029,634.451469891,21838.5928111,0.50134510586,6503,OTL,0
163-023-039,1,VLDR,SR,163023039,308.411914117,1428.9123396,0.03280331358,6504,SR,1
163-023-007,1,VLDR,SR,163023007,407.147616738,8315.85113902,0.19090567353,6505,SR,1
163-140-002,1,VLDR,SR,163140002,340.502851867,6574.32205953,0.15092566711,6506,SR,1
163-230-014,1,VLDR,SR,163230014,356.89136441,7173.689569,0.16468525181,6507,SR,1
162-150-011,1,ER,ER,162150011,580.93034369,18015.0000153,0.41356749346,6508,ER,1
162-050-025,1,ER,ER,162050025,665.801259471,22580.5260596,0.51837754958,6509,ER,1
163-021-001,1,VLDR,SR,163021001,333.24233405,6501.85863805,0.14926213586,6510,SR,1
162-070-021,1,VLDR,SR,162070021,393.328869469,8969.50422476,0.20591148358,6511,SR,1
