gnrl_p_,ID,edt_g__,X3,X4,zoning
"RDM 7,000",535,"RDM 7,000",NA,NA,1
"RDM 7,000",536,"RDM 7,000",NA,NA,1
"RDL 12,000",537,"RDL 12,000",NA,NA,1
"RAL 3,000",538,"RAL 3,000",NA,NA,2
"RDM 9,000",539,"RDM 9,000",NA,NA,1
"RDM 7,000",540,"RDM 7,000",NA,NA,1
"RDM 7,000",541,"RDM 7,000",NA,NA,1
RE 1,542,RE 1,NA,NA,1
MU-N_MF,543,MU-N_MF,NA,NA,2
"RDM 7,000",544,"RDM 7,000",NA,NA,1
"RDL 20,000",545,"RDL 20,000",NA,NA,1
"RDM 7,000",546,"RDM 7,000",NA,NA,1
RAM,547,RAM,NA,NA,2
"RDL 20,000",548,"RDL 20,000",NA,NA,1
"RDM 7,000",549,"RDM 7,000",NA,NA,1
"RAL 3,000",550,"RAL 3,000",NA,NA,2
"RDM 7,000",551,"RDM 7,000",NA,NA,1
"RDM 7,000",552,"RDM 7,000",NA,NA,1
"RDM 7,000",553,"RDM 7,000",NA,NA,1
"RDL 12,000",554,"RDL 12,000",NA,NA,1
"RAL 3,500",555,"RAL 3,500",NA,NA,2
RE 1,556,RE 1,NA,NA,1
"RDM 7,000",557,"RDM 7,000",NA,NA,1
"RDM 7,000",558,"RDM 7,000",NA,NA,1
"RDM 7,000",559,"RDM 7,000",NA,NA,1
"RDM 7,000",560,"RDM 7,000",NA,NA,1
"RDM 7,000",561,"RDM 7,000",NA,NA,1
"RDM 7,000",562,"RDM 7,000",NA,NA,1
"RAL 3,500",563,"RAL 3,500",NA,NA,2
"RDM 7,000",564,"RDM 7,000",NA,NA,1
"RAL 3,500",565,"RAL 3,500",NA,NA,2
"RDM 7,000",566,"RDM 7,000",NA,NA,1
"RDM 7,000",567,"RDM 7,000",NA,NA,1
"RDM 7,000",568,"RDM 7,000",NA,NA,1
"RDM 7,000",569,"RDM 7,000",NA,NA,1
"RDM 9,000",570,"RDM 9,000",NA,NA,1
IL,571,IL,NA,NA,0
"RDM 7,000",572,"RDM 7,000",NA,NA,1
"RDL 12,000",573,"RDL 12,000",NA,NA,1
"RDL 20,000",574,"RDL 20,000",NA,NA,1
IL,575,IL,NA,NA,0
RAM,576,RAM,NA,NA,2
"RDM 7,000",577,"RDM 7,000",NA,NA,1
"RDM 7,000",578,"RDM 7,000",NA,NA,1
"RDM 7,000",579,"RDM 7,000",NA,NA,1
"RDM 7,000",580,"RDM 7,000",NA,NA,1
"RDL 12,000",581,"RDL 12,000",NA,NA,1
"RAL 3,500",582,"RAL 3,500",NA,NA,2
"RAL 3,500",583,"RAL 3,500",NA,NA,2
"RDM 7,000",584,"RDM 7,000",NA,NA,1
"RDM 7,000",585,"RDM 7,000",NA,NA,1
RAM,586,RAM,NA,NA,2
"RDM 7,000",587,"RDM 7,000",NA,NA,1
"RAL 3,500",588,"RAL 3,500",NA,NA,2
"RAL 3,500",589,"RAL 3,500",NA,NA,2
"RAL 3,500",590,"RAL 3,500",NA,NA,2
"RDM 7,000",591,"RDM 7,000",NA,NA,1
"RDM 7,000",592,"RDM 7,000",NA,NA,1
"RDM 7,000",593,"RDM 7,000",NA,NA,1
IL,594,IL,NA,NA,0
IL,595,IL,NA,NA,0
IL,596,IL,NA,NA,0
IL,597,IL,NA,NA,0
IL,598,IL,NA,NA,0
"RDM 7,000",599,"RDM 7,000",NA,NA,1
"RDL 20,000",600,"RDL 20,000",NA,NA,1
"RDM 7,000",601,"RDM 7,000",NA,NA,1
MU-F,602,MU-F,NA,NA,0
"RDL 20,000",603,"RDL 20,000",NA,NA,1
RE 1,604,RE 1,NA,NA,1
"RAL 3,500",605,"RAL 3,500",NA,NA,2
MU-F,606,MU-F,NA,NA,0
RE 1,607,RE 1,NA,NA,1
"RDM 7,000",608,"RDM 7,000",NA,NA,1
"RAL 3,500",609,"RAL 3,500",NA,NA,2
"RAL 3,500",610,"RAL 3,500",NA,NA,2
"RDM 9,000",611,"RDM 9,000",NA,NA,1
"RAL 3,000",612,"RAL 3,000",NA,NA,2
"RDM 7,000",613,"RDM 7,000",NA,NA,1
"RDM 7,000",614,"RDM 7,000",NA,NA,1
"RDM 7,000",615,"RDM 7,000",NA,NA,1
"RAL 3,500",616,"RAL 3,500",NA,NA,2
"RDL 20,000",617,"RDL 20,000",NA,NA,1
"RDL 20,000",618,"RDL 20,000",NA,NA,1
"RDM 7,000",619,"RDM 7,000",NA,NA,1
"RDM 7,000",620,"RDM 7,000",NA,NA,1
CG,621,CG,NA,NA,0
"RDM 7,000",622,"RDM 7,000",NA,NA,1
"RDM 7,000",623,"RDM 7,000",NA,NA,1
"RAL 3,500",624,"RAL 3,500",NA,NA,2
"RAL 3,500",625,"RAL 3,500",NA,NA,2
"RAL 3,500",626,"RAL 3,500",NA,NA,2
"RAL 3,500",627,"RAL 3,500",NA,NA,2
"RAL 3,500",628,"RAL 3,500",NA,NA,2
"RAL 3,500",629,"RAL 3,500",NA,NA,2
"RAL 3,500",630,"RAL 3,500",NA,NA,2
"RDM 7,000",631,"RDM 7,000",NA,NA,1
"RDM 7,000",632,"RDM 7,000",NA,NA,1
"RDM 7,000",633,"RDM 7,000",NA,NA,1
"RAL 3,000",634,"RAL 3,000",NA,NA,2
"RAL 3,000",635,"RAL 3,000",NA,NA,2
"RDM 7,000",636,"RDM 7,000",NA,NA,1
"RDM 9,000",637,"RDM 9,000",NA,NA,1
"RDM 7,000",638,"RDM 7,000",NA,NA,1
"RDM 7,000",639,"RDM 7,000",NA,NA,1
"RDM 7,000",640,"RDM 7,000",NA,NA,1
"RDL 12,000",641,"RDL 12,000",NA,NA,1
"RDL 12,000",642,"RDL 12,000",NA,NA,1
"RDM 7,000",643,"RDM 7,000",NA,NA,1
RE 1,644,RE 1,NA,NA,1
"RDM 7,000",645,"RDM 7,000",NA,NA,1
"RAL 3,000",646,"RAL 3,000",NA,NA,2
"RDM 7,000",647,"RDM 7,000",NA,NA,1
"RAL 3,500",648,"RAL 3,500",NA,NA,2
PF,649,PF,NA,NA,0
"RDL 20,000",650,"RDL 20,000",NA,NA,1
"RAL 3,500",651,"RAL 3,500",NA,NA,2
"RDL 20,000",652,"RDL 20,000",NA,NA,1
"RAL 3,500",653,"RAL 3,500",NA,NA,2
"RDM 7,000",654,"RDM 7,000",NA,NA,1
"RDL 12,000",655,"RDL 12,000",NA,NA,1
"RDM 7,000",656,"RDM 7,000",NA,NA,1
"RDM 7,000",657,"RDM 7,000",NA,NA,1
"RDM 7,000",658,"RDM 7,000",NA,NA,1
"RDL 12,000",659,"RDL 12,000",NA,NA,1
"RAL 3,500",660,"RAL 3,500",NA,NA,2
"RDM 7,000",661,"RDM 7,000",NA,NA,1
IL,662,IL,NA,NA,0
"RDM 7,000",663,"RDM 7,000",NA,NA,1
"RDM 7,000",664,"RDM 7,000",NA,NA,1
"RDL 20,000",665,"RDL 20,000",NA,NA,1
IL,666,IL,NA,NA,0
MU-D_MF,667,MU-D_MF,NA,NA,2
"RDM 7,000",668,"RDM 7,000",NA,NA,1
"RDM 7,000",669,"RDM 7,000",NA,NA,1
"RDM 7,000",670,"RDM 7,000",NA,NA,1
"RDL 20,000",671,"RDL 20,000",NA,NA,1
CG,672,CG,NA,NA,0
"RDM 7,000",673,"RDM 7,000",NA,NA,1
"RDM 7,000",674,"RDM 7,000",NA,NA,1
OS,675,OS,NA,NA,0
MU-F,676,MU-F,NA,NA,0
"RDM 7,000",677,"RDM 7,000",NA,NA,1
"RDM 7,000",678,"RDM 7,000",NA,NA,1
"RDM 7,000",679,"RDM 7,000",NA,NA,1
"RDM 7,000",680,"RDM 7,000",NA,NA,1
"RAL 3,500",681,"RAL 3,500",NA,NA,2
"RDM 7,000",682,"RDM 7,000",NA,NA,1
"RAL 3,500",683,"RAL 3,500",NA,NA,2
"RDM 7,000",684,"RDM 7,000",NA,NA,1
"RDM 7,000",685,"RDM 7,000",NA,NA,1
"RDL 12,000",686,"RDL 12,000",NA,NA,1
"RAL 3,000",687,"RAL 3,000",NA,NA,2
IL,688,IL,NA,NA,0
"RAL 3,500",689,"RAL 3,500",NA,NA,2
CG,690,CG,NA,NA,0
"RDM 9,000",691,"RDM 9,000",NA,NA,1
"RDM 7,000",692,"RDM 7,000",NA,NA,1
"RDL 12,000",693,"RDL 12,000",NA,NA,1
"RDL 20,000",694,"RDL 20,000",NA,NA,1
"RDM 7,000",695,"RDM 7,000",NA,NA,1
RE 1,696,RE 1,NA,NA,1
OS,697,OS,NA,NA,0
"RDM 7,000",698,"RDM 7,000",NA,NA,1
"RAL 3,500",699,"RAL 3,500",NA,NA,2
"RDM 7,000",700,"RDM 7,000",NA,NA,1
"RDM 7,000",701,"RDM 7,000",NA,NA,1
"RDM 7,000",702,"RDM 7,000",NA,NA,1
"RDM 7,000",703,"RDM 7,000",NA,NA,1
"RDM 9,000",704,"RDM 9,000",NA,NA,1
"RAL 3,500",705,"RAL 3,500",NA,NA,2
MU-F_MF,706,MU-F_MF,NA,NA,2
"RDM 9,000",707,"RDM 9,000",NA,NA,1
"RDL 12,000",708,"RDL 12,000",NA,NA,1
"RDM 9,000",709,"RDM 9,000",NA,NA,1
"RDM 7,000",710,"RDM 7,000",NA,NA,1
"RDM 7,000",711,"RDM 7,000",NA,NA,1
"RDL 20,000",712,"RDL 20,000",NA,NA,1
"RDM 7,000",713,"RDM 7,000",NA,NA,1
"RDM 7,000",714,"RDM 7,000",NA,NA,1
"RDL 12,000",715,"RDL 12,000",NA,NA,1
"RDM 7,000",716,"RDM 7,000",NA,NA,1
"RDL 12,000",717,"RDL 12,000",NA,NA,1
"RAL 3,500",718,"RAL 3,500",NA,NA,2
IL,719,IL,NA,NA,0
"RDM 7,000",720,"RDM 7,000",NA,NA,1
"RDM 7,000",721,"RDM 7,000",NA,NA,1
"RDL 12,000",722,"RDL 12,000",NA,NA,1
CG,723,CG,NA,NA,0
"RAL 3,000",724,"RAL 3,000",NA,NA,2
"RAL 3,500",725,"RAL 3,500",NA,NA,2
"RDM 7,000",726,"RDM 7,000",NA,NA,1
"RDM 7,000",727,"RDM 7,000",NA,NA,1
"RDM 7,000",728,"RDM 7,000",NA,NA,1
"RDM 7,000",729,"RDM 7,000",NA,NA,1
"RDM 7,000",730,"RDM 7,000",NA,NA,1
RE 2.5,731,RE 2.5,NA,NA,1
RAM,732,RAM,NA,NA,2
"RAL 3,500",733,"RAL 3,500",NA,NA,2
RAM,734,RAM,NA,NA,2
"RAL 3,500",735,"RAL 3,500",NA,NA,2
"RDM 7,000",736,"RDM 7,000",NA,NA,1
"RDL 20,000",737,"RDL 20,000",NA,NA,1
"RDL 20,000",738,"RDL 20,000",NA,NA,1
"RDL 20,000",739,"RDL 20,000",NA,NA,1
"RDL 12,000",740,"RDL 12,000",NA,NA,1
"RDL 12,000",741,"RDL 12,000",NA,NA,1
"RDM 7,000",742,"RDM 7,000",NA,NA,1
"RDM 7,000",743,"RDM 7,000",NA,NA,1
"RDM 7,000",744,"RDM 7,000",NA,NA,1
"RDM 7,000",745,"RDM 7,000",NA,NA,1
"RDL 12,000",746,"RDL 12,000",NA,NA,1
"RDL 12,000",747,"RDL 12,000",NA,NA,1
"RDL 12,000",748,"RDL 12,000",NA,NA,1
"RDM 7,000",749,"RDM 7,000",NA,NA,1
"RDM 7,000",750,"RDM 7,000",NA,NA,1
"RAL 3,500",751,"RAL 3,500",NA,NA,2
"RDM 7,000",752,"RDM 7,000",NA,NA,1
"RAL 3,000",753,"RAL 3,000",NA,NA,2
"RAL 3,500",754,"RAL 3,500",NA,NA,2
"RAL 3,000",755,"RAL 3,000",NA,NA,2
OS,756,OS,NA,NA,0
"RDM 7,000",757,"RDM 7,000",NA,NA,1
"RAL 3,500",758,"RAL 3,500",NA,NA,2
"RAL 3,500",759,"RAL 3,500",NA,NA,2
IL,760,IL,NA,NA,0
"RDM 7,000",761,"RDM 7,000",NA,NA,1
"RDM 7,000",762,"RDM 7,000",NA,NA,1
"RDM 7,000",763,"RDM 7,000",NA,NA,1
"RDM 7,000",764,"RDM 7,000",NA,NA,1
"RDL 12,000",765,"RDL 12,000",NA,NA,1
"RAL 3,500",766,"RAL 3,500",NA,NA,2
"RDL 12,000",767,"RDL 12,000",NA,NA,1
"RDL 20,000",768,"RDL 20,000",NA,NA,1
"RDL 12,000",769,"RDL 12,000",NA,NA,1
"RDM 7,000",770,"RDM 7,000",NA,NA,1
"RDM 7,000",771,"RDM 7,000",NA,NA,1
"RDL 12,000",772,"RDL 12,000",NA,NA,1
MU-N,773,MU-N,NA,NA,0
"RDL 20,000",774,"RDL 20,000",NA,NA,1
"RAL 3,500",775,"RAL 3,500",NA,NA,2
"RDL 20,000",776,"RDL 20,000",NA,NA,1
"RDM 7,000",777,"RDM 7,000",NA,NA,1
"RDM 7,000",778,"RDM 7,000",NA,NA,1
"RDM 7,000",779,"RDM 7,000",NA,NA,1
"RDL 12,000",780,"RDL 12,000",NA,NA,1
"RDM 9,000",781,"RDM 9,000",NA,NA,1
"RDM 7,000",782,"RDM 7,000",NA,NA,1
"RDM 7,000",783,"RDM 7,000",NA,NA,1
"RDM 7,000",784,"RDM 7,000",NA,NA,1
"RDM 7,000",785,"RDM 7,000",NA,NA,1
MU-D,786,MU-D,NA,NA,0
"RDM 7,000",787,"RDM 7,000",NA,NA,1
"RDM 9,000",788,"RDM 9,000",NA,NA,1
IL,789,IL,NA,NA,0
"RAL 3,500",790,"RAL 3,500",NA,NA,2
"RDM 7,000",791,"RDM 7,000",NA,NA,1
"RDM 7,000",792,"RDM 7,000",NA,NA,1
RE 2.5,793,RE 2.5,NA,NA,1
"RDM 7,000",794,"RDM 7,000",NA,NA,1
"RDL 20,000",795,"RDL 20,000",NA,NA,1
"RAL 3,500",796,"RAL 3,500",NA,NA,2
IL,797,IL,NA,NA,0
"RAL 3,500",798,"RAL 3,500",NA,NA,2
OS,799,OS,NA,NA,0
OS,800,OS,NA,NA,0
OS,801,OS,NA,NA,0
RAM,802,RAM,NA,NA,2
IG,803,IG,NA,NA,0
"RDL 12,000",804,"RDL 12,000",NA,NA,1
"RAL 3,500",805,"RAL 3,500",NA,NA,2
MU-N,806,MU-N,NA,NA,0
RAM,807,RAM,NA,NA,2
"RDM 7,000",808,"RDM 7,000",NA,NA,1
"RDL 12,000",809,"RDL 12,000",NA,NA,1
"RDM 9,000",810,"RDM 9,000",NA,NA,1
"RDM 7,000",811,"RDM 7,000",NA,NA,1
"RDM 7,000",812,"RDM 7,000",NA,NA,1
"RAL 3,500",813,"RAL 3,500",NA,NA,2
"RDL 12,000",814,"RDL 12,000",NA,NA,1
"RDM 7,000",815,"RDM 7,000",NA,NA,1
"RDM 7,000",816,"RDM 7,000",NA,NA,1
CG,817,CG,NA,NA,0
"RDM 7,000",818,"RDM 7,000",NA,NA,1
"RDL 12,000",819,"RDL 12,000",NA,NA,1
"RDM 7,000",820,"RDM 7,000",NA,NA,1
"RAL 3,500",821,"RAL 3,500",NA,NA,2
RE 1,822,RE 1,NA,NA,1
"RDM 7,000",823,"RDM 7,000",NA,NA,1
MU-D_MF,824,MU-D_MF,NA,NA,2
RE 1,825,RE 1,NA,NA,1
"RDM 7,000",826,"RDM 7,000",NA,NA,1
"RDM 7,000",827,"RDM 7,000",NA,NA,1
"RDM 7,000",828,"RDM 7,000",NA,NA,1
"RDM 7,000",829,"RDM 7,000",NA,NA,1
"RAL 3,500",830,"RAL 3,500",NA,NA,2
"RDM 7,000",831,"RDM 7,000",NA,NA,1
"RDL 12,000",832,"RDL 12,000",NA,NA,1
"RDM 7,000",833,"RDM 7,000",NA,NA,1
"RDM 7,000",834,"RDM 7,000",NA,NA,1
"RDM 7,000",835,"RDM 7,000",NA,NA,1
MU-D,836,MU-D,NA,NA,0
"RDM 7,000",837,"RDM 7,000",NA,NA,1
"RDM 7,000",838,"RDM 7,000",NA,NA,1
"RDM 7,000",839,"RDM 7,000",NA,NA,1
MU-N_MF,840,MU-N_MF,NA,NA,2
"RAL 3,500",841,"RAL 3,500",NA,NA,2
"RAL 3,000",842,"RAL 3,000",NA,NA,2
"RDM 7,000",843,"RDM 7,000",NA,NA,1
"RAL 3,000",844,"RAL 3,000",NA,NA,2
"RAL 3,000",845,"RAL 3,000",NA,NA,2
"RAL 3,000",846,"RAL 3,000",NA,NA,2
"RDM 7,000",847,"RDM 7,000",NA,NA,1
"RDM 7,000",848,"RDM 7,000",NA,NA,1
"RAL 3,500",849,"RAL 3,500",NA,NA,2
"RDM 7,000",850,"RDM 7,000",NA,NA,1
"RDM 7,000",851,"RDM 7,000",NA,NA,1
"RDM 7,000",852,"RDM 7,000",NA,NA,1
"RDM 9,000",853,"RDM 9,000",NA,NA,1
"RDM 7,000",854,"RDM 7,000",NA,NA,1
"RDL 12,000",855,"RDL 12,000",NA,NA,1
"RDM 7,000",856,"RDM 7,000",NA,NA,1
"RDL 20,000",857,"RDL 20,000",NA,NA,1
"RDM 7,000",858,"RDM 7,000",NA,NA,1
"RDM 7,000",859,"RDM 7,000",NA,NA,1
MU-D_MF,860,MU-D_MF,NA,NA,2
"RDM 7,000",861,"RDM 7,000",NA,NA,1
"RDM 7,000",862,"RDM 7,000",NA,NA,1
"RAL 3,000",863,"RAL 3,000",NA,NA,2
"RAL 3,500",864,"RAL 3,500",NA,NA,2
"RDM 7,000",865,"RDM 7,000",NA,NA,1
"RDL 12,000",866,"RDL 12,000",NA,NA,1
"RDM 7,000",867,"RDM 7,000",NA,NA,1
"RDM 7,000",868,"RDM 7,000",NA,NA,1
RE 1,869,RE 1,NA,NA,1
OS,870,OS,NA,NA,0
"RDM 7,000",871,"RDM 7,000",NA,NA,1
"RDM 7,000",872,"RDM 7,000",NA,NA,1
"RDM 7,000",873,"RDM 7,000",NA,NA,1
"RAL 3,000",874,"RAL 3,000",NA,NA,2
"RDM 7,000",875,"RDM 7,000",NA,NA,1
CG,876,CG,NA,NA,0
RE 1,877,RE 1,NA,NA,1
RE 1,878,RE 1,NA,NA,1
"RDM 7,000",879,"RDM 7,000",NA,NA,1
RE 1,880,RE 1,NA,NA,1
RE 1,881,RE 1,NA,NA,1
RE 1,882,RE 1,NA,NA,1
RE 1,883,RE 1,NA,NA,1
"RDL 20,000",884,"RDL 20,000",NA,NA,1
"RAL 3,000",885,"RAL 3,000",NA,NA,2
RE 1,886,RE 1,NA,NA,1
"RDM 7,000",887,"RDM 7,000",NA,NA,1
"RDM 7,000",888,"RDM 7,000",NA,NA,1
"RDM 7,000",889,"RDM 7,000",NA,NA,1
"RAL 3,500",890,"RAL 3,500",NA,NA,2
"RAL 3,500",891,"RAL 3,500",NA,NA,2
"RDM 7,000",892,"RDM 7,000",NA,NA,1
IL,893,IL,NA,NA,0
"RDM 7,000",894,"RDM 7,000",NA,NA,1
CH,895,CH,NA,NA,0
"RDL 12,000",896,"RDL 12,000",NA,NA,1
"RDM 7,000",897,"RDM 7,000",NA,NA,1
"RDM 7,000",898,"RDM 7,000",NA,NA,1
"RDM 7,000",899,"RDM 7,000",NA,NA,1
"RDM 7,000",900,"RDM 7,000",NA,NA,1
"RDM 7,000",901,"RDM 7,000",NA,NA,1
"RAL 3,000",902,"RAL 3,000",NA,NA,2
"RAL 3,000",903,"RAL 3,000",NA,NA,2
"RDL 12,000",904,"RDL 12,000",NA,NA,1
"RAL 3,500",905,"RAL 3,500",NA,NA,2
"RDM 7,000",906,"RDM 7,000",NA,NA,1
"RDM 7,000",907,"RDM 7,000",NA,NA,1
"RDM 7,000",908,"RDM 7,000",NA,NA,1
"RDM 7,000",909,"RDM 7,000",NA,NA,1
PF,910,PF,NA,NA,0
MU-F,911,MU-F,NA,NA,0
"RDM 7,000",912,"RDM 7,000",NA,NA,1
"RAL 3,000",913,"RAL 3,000",NA,NA,2
"RDM 7,000",914,"RDM 7,000",NA,NA,1
"RDL 12,000",915,"RDL 12,000",NA,NA,1
"RDM 7,000",916,"RDM 7,000",NA,NA,1
PF,917,PF,NA,NA,0
"RDL 12,000",918,"RDL 12,000",NA,NA,1
"RDM 7,000",919,"RDM 7,000",NA,NA,1
"RDM 7,000",920,"RDM 7,000",NA,NA,1
"RDM 7,000",921,"RDM 7,000",NA,NA,1
"RAL 3,500",922,"RAL 3,500",NA,NA,2
"RDM 7,000",923,"RDM 7,000",NA,NA,1
"RDM 7,000",924,"RDM 7,000",NA,NA,1
"RDM 7,000",925,"RDM 7,000",NA,NA,1
"RDM 7,000",926,"RDM 7,000",NA,NA,1
"RDM 7,000",927,"RDM 7,000",NA,NA,1
MU-N,928,MU-N,NA,NA,0
"RDL 12,000",929,"RDL 12,000",NA,NA,1
"RDM 7,000",930,"RDM 7,000",NA,NA,1
"RDM 7,000",931,"RDM 7,000",NA,NA,1
"RDM 7,000",932,"RDM 7,000",NA,NA,1
"RDM 7,000",933,"RDM 7,000",NA,NA,1
"RDM 7,000",934,"RDM 7,000",NA,NA,1
"RDM 7,000",935,"RDM 7,000",NA,NA,1
"RAL 3,500",936,"RAL 3,500",NA,NA,2
"RDM 7,000",937,"RDM 7,000",NA,NA,1
"RDM 9,000",938,"RDM 9,000",NA,NA,1
"RDM 7,000",939,"RDM 7,000",NA,NA,1
"RDM 7,000",940,"RDM 7,000",NA,NA,1
"RDL 12,000",941,"RDL 12,000",NA,NA,1
CH,942,CH,NA,NA,0
"RDM 7,000",943,"RDM 7,000",NA,NA,1
"RAL 3,500",944,"RAL 3,500",NA,NA,2
"RDL 20,000",945,"RDL 20,000",NA,NA,1
"RDL 20,000",946,"RDL 20,000",NA,NA,1
"RAL 3,500",947,"RAL 3,500",NA,NA,2
MU-F,948,MU-F,NA,NA,0
"RDM 7,000",949,"RDM 7,000",NA,NA,1
"RDM 9,000",950,"RDM 9,000",NA,NA,1
"RDM 7,000",951,"RDM 7,000",NA,NA,1
"RAL 3,000",952,"RAL 3,000",NA,NA,2
"RDM 7,000",953,"RDM 7,000",NA,NA,1
"RDM 9,000",954,"RDM 9,000",NA,NA,1
"RAL 3,500",955,"RAL 3,500",NA,NA,2
"RDM 9,000",956,"RDM 9,000",NA,NA,1
RE 1,957,RE 1,NA,NA,1
"RDM 9,000",958,"RDM 9,000",NA,NA,1
"RDM 7,000",959,"RDM 7,000",NA,NA,1
"RAL 3,000",960,"RAL 3,000",NA,NA,2
"RDL 12,000",961,"RDL 12,000",NA,NA,1
"RDL 20,000",962,"RDL 20,000",NA,NA,1
"RDL 12,000",963,"RDL 12,000",NA,NA,1
"RDL 20,000",964,"RDL 20,000",NA,NA,1
OS,965,OS,NA,NA,0
"RDM 7,000",966,"RDM 7,000",NA,NA,1
"RDM 7,000",967,"RDM 7,000",NA,NA,1
MU-N,968,MU-N,NA,NA,0
"RDM 7,000",969,"RDM 7,000",NA,NA,1
"RDM 7,000",970,"RDM 7,000",NA,NA,1
"RAL 3,500",971,"RAL 3,500",NA,NA,2
"RDM 7,000",972,"RDM 7,000",NA,NA,1
CG,973,CG,NA,NA,0
PF,974,PF,NA,NA,0
"RDM 7,000",975,"RDM 7,000",NA,NA,1
OS,976,OS,NA,NA,0
"RDM 7,000",977,"RDM 7,000",NA,NA,1
OS,978,OS,NA,NA,0
"RDL 20,000",979,"RDL 20,000",NA,NA,1
"RDL 12,000",980,"RDL 12,000",NA,NA,1
"RDM 9,000",981,"RDM 9,000",NA,NA,1
"RDM 7,000",982,"RDM 7,000",NA,NA,1
"RDM 7,000",983,"RDM 7,000",NA,NA,1
"RDM 7,000",984,"RDM 7,000",NA,NA,1
"RDM 7,000",985,"RDM 7,000",NA,NA,1
"RDM 7,000",986,"RDM 7,000",NA,NA,1
"RAL 3,000",987,"RAL 3,000",NA,NA,2
"RDM 7,000",988,"RDM 7,000",NA,NA,1
"RDM 7,000",989,"RDM 7,000",NA,NA,1
RAM,990,RAM,NA,NA,2
"RDM 7,000",991,"RDM 7,000",NA,NA,1
"RAL 3,500",992,"RAL 3,500",NA,NA,2
"RDM 7,000",993,"RDM 7,000",NA,NA,1
"RDM 9,000",994,"RDM 9,000",NA,NA,1
"RDL 12,000",995,"RDL 12,000",NA,NA,1
MU-D_MF,996,MU-D_MF,NA,NA,2
"RAL 3,500",997,"RAL 3,500",NA,NA,2
"RDM 7,000",998,"RDM 7,000",NA,NA,1
"RDM 7,000",999,"RDM 7,000",NA,NA,1
"RDM 7,000",1000,"RDM 7,000",NA,NA,1
"RAL 3,000",1001,"RAL 3,000",NA,NA,2
"RDL 12,000",1002,"RDL 12,000",NA,NA,1
"RDM 7,000",1003,"RDM 7,000",NA,NA,1
"RDM 7,000",1004,"RDM 7,000",NA,NA,1
"RDL 20,000",1005,"RDL 20,000",NA,NA,1
"RAL 3,500",1006,"RAL 3,500",NA,NA,2
"RDL 12,000",1007,"RDL 12,000",NA,NA,1
RE 1,1008,RE 1,NA,NA,1
"RDM 9,000",1009,"RDM 9,000",NA,NA,1
"RDL 12,000",1010,"RDL 12,000",NA,NA,1
"RDL 20,000",1011,"RDL 20,000",NA,NA,1
"RDM 7,000",1012,"RDM 7,000",NA,NA,1
"RDM 7,000",1013,"RDM 7,000",NA,NA,1
"RAL 3,000",1014,"RAL 3,000",NA,NA,2
"RDL 20,000",1015,"RDL 20,000",NA,NA,1
"RDL 12,000",1016,"RDL 12,000",NA,NA,1
"RAL 3,500",1017,"RAL 3,500",NA,NA,2
"RDM 7,000",1018,"RDM 7,000",NA,NA,1
"RDM 7,000",1019,"RDM 7,000",NA,NA,1
"RDL 12,000",1020,"RDL 12,000",NA,NA,1
"RDM 7,000",1021,"RDM 7,000",NA,NA,1
"RDM 7,000",1022,"RDM 7,000",NA,NA,1
"RDM 7,000",1023,"RDM 7,000",NA,NA,1
"RDL 12,000",1024,"RDL 12,000",NA,NA,1
"RDL 12,000",1025,"RDL 12,000",NA,NA,1
RE 1,1026,RE 1,NA,NA,1
"RDM 7,000",1027,"RDM 7,000",NA,NA,1
"RDH 4,500",1028,"RDH 4,500",NA,NA,1
"RDH 4,500",1029,"RDH 4,500",NA,NA,1
"RDM 7,000",1030,"RDM 7,000",NA,NA,1
"RDM 7,000",1031,"RDM 7,000",NA,NA,1
"RAL 3,500",1032,"RAL 3,500",NA,NA,2
RAM,1033,RAM,NA,NA,2
"RDM 7,000",1034,"RDM 7,000",NA,NA,1
"RDM 7,000",1035,"RDM 7,000",NA,NA,1
"RDL 12,000",1036,"RDL 12,000",NA,NA,1
"RDL 12,000",1037,"RDL 12,000",NA,NA,1
"RDM 7,000",1038,"RDM 7,000",NA,NA,1
"RDL 12,000",1039,"RDL 12,000",NA,NA,1
"RAL 3,500",1040,"RAL 3,500",NA,NA,2
"RDM 7,000",1041,"RDM 7,000",NA,NA,1
"RDM 7,000",1042,"RDM 7,000",NA,NA,1
"RDM 7,000",1043,"RDM 7,000",NA,NA,1
"RDM 7,000",1044,"RDM 7,000",NA,NA,1
"RDM 7,000",1045,"RDM 7,000",NA,NA,1
"RDM 7,000",1046,"RDM 7,000",NA,NA,1
"RDM 7,000",1047,"RDM 7,000",NA,NA,1
OS,1048,OS,NA,NA,0
OS,1049,OS,NA,NA,0
"RDL 20,000",1050,"RDL 20,000",NA,NA,1
"RDL 20,000",1051,"RDL 20,000",NA,NA,1
"RDM 7,000",1052,"RDM 7,000",NA,NA,1
"RDM 7,000",1053,"RDM 7,000",NA,NA,1
"RDL 12,000",1054,"RDL 12,000",NA,NA,1
"RDM 7,000",1055,"RDM 7,000",NA,NA,1
"RDL 20,000",1056,"RDL 20,000",NA,NA,1
RE 1,1057,RE 1,NA,NA,1
"RDM 7,000",1058,"RDM 7,000",NA,NA,1
"RAL 3,000",1059,"RAL 3,000",NA,NA,2
"RDL 12,000",1060,"RDL 12,000",NA,NA,1
"RDM 7,000",1061,"RDM 7,000",NA,NA,1
