apn,fld_firm_z,gp_values1,gpz_gen_pl,gpz_z_labe,lot_tot_po,parcelid,prc_legal_,prc_puc_co,prc_situs1,prc_situs_,prc_tax_co,site_addre,Zoning,Area_sqmi
071362030,X,Residential Low Density,RL,R1S,11368.93,23-5639,LOT 3 BROOKDELL UNIT NO 3 RSM 28/18 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1440 BAY LAUREL DR,1,6.47546498625e-4
071202150,X,Residential Low Density,RL,R1S,10002.88,23-5680,LOT 30 STANFORD CREEK RSM 29/8 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1745 OAK AVE,1,5.7013167095e-4
071122120,X,Residential Low Density,RL,R1S,13632.39,23-5863,LOT 16 OAKDELL MANOR MAP NO 3 RSM 30/15 CITY OF MENLO  PARK,01,94025,MENLO PARK,008,1823 EDGEWOOD LN,1,7.7485156053e-4
071113270,X,Residential Low Density,RL,R1U,5343,23-6328,LOTS 55 & 56 BLOCK 2 UNIVERSITY ADDITION RSM 2/70,01,94025,MENLO PARK,008,1090 CLOUD AVE,1,3.0452791164e-4
071202060,X,Residential Low Density,RL,R1S,10061.86,23-5689,LOT 21 STANFORD CREEK RSM 29/8 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1760 BAY LAUREL DR,1,5.70780719865e-4
071123050,X,Residential Low Density,RL,R1S,11854.01,23-5790,LOT 52 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1840 OAKDELL DR,1,6.75626882374e-4
071202120,X,Residential Low Density,RL,R1S,10247.41,23-5683,LOT 27 STANFORD CREEK RSM 29/8 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1775 OAK AVE,1,5.84058548296e-4
071131030,X,Residential Low Density,RL,R1S,12414.55,23-5828,LOT 38 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1820 WHITE OAK DR,1,7.07574685659e-4
071113060,X,Residential Low Density,RL,R1U,5500.27,23-6307,LOTS 11 & 12 BLOCK 2 UNIVERSITY ADDITION RSM 2/70,01,94025,MENLO PARK,008,995 SHERMAN AVE,1,3.13490952998e-4
074572140,X,Residential Very Low Density,RVL,RES(X),4475.34,23-23422,LOT 36 SHARON HILLS - I RSM 109/88-92,01,94025,MENLO PARK,008,5 OLIVER CT,1,2.5506493954e-4
074572260,X,Residential Very Low Density,RVL,RES(X),2481.61,23-23434,LOT 48 SHARON HILLS - I RSM 109/88-92,01,94025,MENLO PARK,008,15 BILTMORE LN,1,1.41432410129e-4
074572270,X,Residential Very Low Density,RVL,RES(X),4452.23,23-23435,LOT 49 SHARON HILLS - I RSM 109/88-92,01,94025,MENLO PARK,008,11 BILTMORE LN,1,2.53741456615e-4
071153040,X,Residential Low Density,RL,R1S,10427.38,23-5768,LOT 33 STANFORD CREEK MAP NO 4 RSM 36/20,01,94025,MENLO PARK,008,1935 OAK AVE,1,5.94109414703e-4
071132010,X,Residential Low Density,RL,R1S,15374.97,23-5813,LOT 29 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,595 OAKFIELD LN,1,8.70108354833e-4
071141150,X,Residential Low Density,RL,R1S,11714.13,23-5779,LOT 6 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1855 WHITE OAK DR,1,6.6763519954e-4
071131090,X,Residential Low Density,RL,R1S,12993.98,23-5822,LOT 32 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,570 OAKFIELD LN,1,7.45005328498e-4
071141100,X,Residential Low Density,RL,R1S,24023.13,23-5756,LOT 44 STANFORD CREEK MAP NO 4 RSM 36/20,01,94025,MENLO PARK,008,1860 OAK KNOLL LN,1,0.001365939267761
071132110,X,Residential Low Density,RL,R1S,17473.21,23-5803,LOT 30 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1885 OAKDELL DR,1,9.95866863488e-4
074572330,X,Residential Very Low Density,RVL,RES(X),2481.77,23-23441,LOT 55 SHARON HILLS - I RSM 109/88-92,01,94025,MENLO PARK,008,12 BILTMORE LN,1,1.41441060235e-4
071133060,X,Residential Low Density,RL,R1S,12552.96,23-5798,LOT 15 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,595 OAK KNOLL LN,1,7.15371091128e-4
071151040,X,Residential Low Density,RL,R1S,11464.55,23-5774,LOT 11 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1899 WHITE OAK DR,1,6.53285446981e-4
074151010,X,Residential Low Density,RL,R1S,15098.17,23-7273,LOT 54 MENLO ESTATES NO 4 RSM 51/24 CITY OF MENLO PARK,01,94025,MENLO PARK,008,95 LA LOMA DR,1,8.60455201054e-4
074572997,X,Residential Very Low Density,RVL,RES(X),61988.62,23-9395,NA,NA,NA,NA,NA,NA,1,0.003532609176233
111100999,X,Residential High Density,RH,RLU,92600.34,23-864,NA,NA,NA,NA,NA,NA,0,0.005276765498279
074111310,X,Residential Low Density,RL,R1U,15368.84,23-7432,0.36 AC MOL ON SLY COR OF SHARON RD & ALAMEDA DE LAS   PULGAS PTN OF LOT 24 TOBIN & TOBIN 440 AC TRACT RSM    1/99,01,94025,MENLO PARK,008,2101 SHARON RD,1,8.75888947616e-4
074352030,X,Residential Low Density,RL,R1S,13991.04,23-6780,LOT 125 SHARON HEIGHTS UNIT NO 4 RSM 54/42 43,01,94025,MENLO PARK,008,2210 AVY AVE,1,7.97354946177e-4
074352050,X,Residential Low Density,RL,R1S,13173.68,23-6778,ELY PTN OF LOT 126 HAVING 84 FT FRONT ON NLY LN OF AVY AVE SHARON HEIGHTS UNIT NO 4 RSM 54/43,01,94025,MENLO PARK,008,2220 AVY AVE,1,7.50772816929e-4
074460999,X,Residential Medium Density,RM,R3A(X),131970.42,23-867,NA,NA,NA,NA,NA,NA,2,0.007511365955328
074550999,X,Residential Medium Density,RM,R2(X),94687.25,23-9816,NA,NA,NA,NA,NA,NA,2,0.005393938621236
074431999,X,Residential Medium Density,RM,R3A(X),43701.78,23-871,NA,NA,NA,NA,NA,NA,2,0.002483909152462
074352040,X,Residential Low Density,RL,R1S,13630.26,23-6779,LOT 124 SHARON HEIGHTS UNIT NO 4 RSM 54/42 43,01,94025,MENLO PARK,008,2200 AVY AVE,1,7.76767430625e-4
074151040,X,Residential Low Density,RL,R1S,10499.74,23-7270,LOT 51 MENLO ESTATES NO 4 RSM 51/24 CITY OF MENLO PARK,01,94025,MENLO PARK,008,65 LA LOMA DR,1,5.94083066547e-4
074352060,X,Residential Low Density,RL,R1S,16698.67,23-6777,LOT 127 & WLY TRIANG PTN OF LOT 126 HAVING 89.42 FT    FRONT ON NLY LN OF AVY AVE SHARON HEIGHTS UNIT NO 4    RSM 54/43,01,94025,MENLO PARK,008,1190 BELLAIR WAY,1,9.50384275929e-4
074083100,X,Residential Low Density,RL,R1U,5870.7,23-7470,LOT 28 BLOCK 1 UNIVERSITY HEIGHTS RSM 1/96,01,94025,MENLO PARK,008,2199 AVY AVE,1,3.34573471162e-4
074510320,X,Residential Medium Density,RM,R2(X),1452.11,23-23348,LOT 32 SAND HILL CIRCLE UNIT NO 1 RSM 71/25 27,01,94025,MENLO PARK,008,186 SAND HILL CIR,2,8.2745192197e-5
074231620,X,Residential Low Density,RL,R1S(X),3402.67,23-23480,LOT 6 1000 SHARON PARK PHASE 3 RSM 96/17-18,01,94025,MENLO PARK,008,11 CARRIAGE CT,1,1.9390207431e-4
071121110,X,Residential Low Density,RL,R1S,10708.4,23-5875,LOT 1 OAKDELL MANOR MA P NO 3 RSM 30/15 CITY OF MENLO  PARK,01,94025,MENLO PARK,008,865 LEMON ST,1,6.10376008194e-4
071175080,X,Residential Low Density,RL,R1S,10010.13,23-5910,LOT 12 BLOCK 1 STANFORD GARDENS RSM 25/14,01,94025,MENLO PARK,008,705 EVERGREEN ST,1,5.70563613645e-4
071191120,X,Residential Low Density,RL,R1S,10735.15,23-5646,LOT 12 STANFORD CREEK MAP NO 2 RSM 35/9 CITY OF MENLO  PARK,01,94025,MENLO PARK,008,330 AMBAR WAY,1,6.11890010799e-4
071180360,X,Residential Low Density,RL,R1S,12858.51,23-6004,LOT 2 LESS SWLY 4 FT STENDELL TRACT RSM 29/28 CITY OF  MENLO PARK,01,94025,MENLO PARK,008,501 FANITA WAY,1,7.32924763234e-4
071180420,X,Residential Low Density,RL,R1S,17410.59,23-5998,LOT 8 STENDELL TRACT RSM 29/28 CITY OF MENLO PARK,01,94025,MENLO PARK,008,530 FANITA WAY,1,9.92395099098e-4
071180870,X,Residential Low Density,RL,R1S,11730.03,23-6203,PARCEL 4 .26 AC MOL PARCEL MAP VOL 64/24-25,01,94025,MENLO PARK,008,1678 OAK AVE,1,6.68595536988e-4
074231580,X,Residential Low Density,RL,R1S(X),3052.09,23-23476,LOT 2 1000 SHARON PARK PHASE 3 RSM 96/17-18,01,94025,MENLO PARK,008,3 CARRIAGE CT,1,1.73922546755e-4
074231570,X,Residential Low Density,RL,R1S(X),3052.2,23-23475,LOT 1 1000 SHARON PARK PHASE 3 RSM 96/17-18,01,94025,MENLO PARK,008,1 CARRIAGE CT,1,1.73928624186e-4
074520070,X,Residential Medium Density,RM,R3A(X),3300.18,23-868G,LOT 7 SHARON OAKS RSM 71/34 35,01,94025,MENLO PARK,008,2437 SHARON OAKS DR,2,1.88054624577e-4
074520050,X,Residential Medium Density,RM,R3A(X),3299.8,23-868E,LOT 5 SHARON OAKS RSM 71/34 35,01,94025,MENLO PARK,008,2431 SHARON OAKS DR,2,1.88033215213e-4
074520130,X,Residential Medium Density,RM,R3A(X),2493.99,23-868M,LOT 13 SHARON OAKS RSM 71/34 35,01,94025,MENLO PARK,008,2447 SHARON OAKS DR,2,1.4211375275e-4
074520140,X,Residential Medium Density,RM,R3A(X),2311.72,23-868N,LOT 14 SHARON OAKS RSM 71/34 35,01,94025,MENLO PARK,008,2449 SHARON OAKS DR,2,1.31727566188e-4
074520150,X,Residential Medium Density,RM,R3A(X),2312.07,23-868O,LOT 15 SHARON OAKS RSM 71/34 35,01,94025,MENLO PARK,008,2451 SHARON OAKS DR,2,1.31747198222e-4
074530040,X,Residential Medium Density,RM,R3A(X),2623.15,23-9622,LOT 20 SHARON OAKS UNIT NO 2 RSM 77/11-12,01,94025,MENLO PARK,008,2453 SHARON OAKS DR,2,1.49472578654e-4
074540020,X,Residential Medium Density,RM,R2(X),1452.78,23-870B,LOT B WHITE OAK TOWNHOUSES RSM 71/53 53,01,94025,MENLO PARK,008,2142 SAND HILL RD,2,8.2783966791e-5
074431090,X,Residential Medium Density,RM,R3A(X),1983.58,23-871I,LOT 9 SHARON OAKS UNIT NO 3 RSM 82/32-33,01,94025,MENLO PARK,008,2367 SHARON OAKS DR,2,1.13034510961e-4
074510120,X,Residential Medium Density,RM,R2(X),1379.29,23-23328,LOT 12 SAND HILL CIRCLE UNIT NO 1 RSM 71/25 27,01,94025,MENLO PARK,008,134 SAND HILL CIR,2,7.8592467622e-5
074510250,X,Residential Medium Density,RM,R2(X),1451.95,23-23341,LOT 25 SAND HILL CIRCLE UNIT NO 1 RSM 71/25 27,01,94025,MENLO PARK,008,172 SAND HILL CIR,2,8.2734878763e-5
074510240,X,Residential Medium Density,RM,R2(X),1330.98,23-23340,LOT 24 SAND HILL CIRCLE UNIT NO 1 RSM 71/25 27,01,94025,MENLO PARK,008,170 SAND HILL CIR,2,7.5841705343e-5
074510110,X,Residential Medium Density,RM,R2(X),1379.26,23-23327,LOT 11 SAND HILL CIRCLE UNIT NO 1 RSM 71/25 27,01,94025,MENLO PARK,008,132 SAND HILL CIR,2,7.8590660204e-5
074510100,X,Residential Medium Density,RM,R2(X),1258.54,23-23326,LOT 10 SAND HILL CIRCLE UNIT NO 1 RSM 71/25 27,01,94025,MENLO PARK,008,130 SAND HILL CIR,2,7.1711660746e-5
074580110,X,Residential Medium Density,RM,R2(X),1949.85,23-23233,LOT 83 SAND HILL CIRCLE UNIT 3 RSM 74/46 48,01,94025,MENLO PARK,008,430 SAND HILL CIR,2,1.11105705506e-4
074580120,X,Residential Medium Density,RM,R2(X),1949.7,23-23234,LOT 84 SAND HILL CIRCLE UNIT 3 RSM 74/46 48,01,94025,MENLO PARK,008,432 SAND HILL CIR,2,1.11097111311e-4
074580130,X,Residential Medium Density,RM,R2(X),1949.78,23-23235,LOT 85 SAND HILL CIRCLE UNIT 3 RSM 74/46 48,01,94025,MENLO PARK,008,450 SAND HILL CIR,2,1.11101558385e-4
074530260,X,Residential Medium Density,RM,R3A(X),2967.11,23-9642,LOT 42 SHARON OAKS UNIT NO 2 RSM 77/11-12,01,94025,MENLO PARK,008,2454 SHARON OAKS DR,2,1.69073464373e-4
074530140,X,Residential Medium Density,RM,R3A(X),2623.01,23-9632,LOT 30 SHARON OAKS UNIT NO 2 RSM 77/11-12,01,94025,MENLO PARK,008,2473 SHARON OAKS DR,2,1.49465527086e-4
074530270,X,Residential Medium Density,RM,R3A(X),2139.05,23-9643,LOT 43 SHARON OAKS UNIT NO 2 RSM 77/11-12,01,94025,MENLO PARK,008,2452 SHARON OAKS DR,2,1.2188820164e-4
074530130,X,Residential Medium Density,RM,R3A(X),2622.97,23-9631,LOT 29 SHARON OAKS UNIT NO 2 RSM 77/11-12,01,94025,MENLO PARK,008,2471 SHARON OAKS DR,2,1.49462830883e-4
074530280,X,Residential Medium Density,RM,R3A(X),2139.15,23-9644,LOT 44 SHARON OAKS UNIT NO 2 RSM 77/11-12,01,94025,MENLO PARK,008,2450 SHARON OAKS DR,2,1.21893703851e-4
074530120,X,Residential Medium Density,RM,R3A(X),2536.45,23-9630,LOT 28 SHARON OAKS UNIT NO 2 RSM 77/11-12,01,94025,MENLO PARK,008,2469 SHARON OAKS DR,2,1.44532486056e-4
071051130,X,Residential Low Density,RL,R1S,9226.17,23-5140,LOT 6 LESS NELY 20 FT TO ST ROSEFIELD TRACT RSM 24/48,01,94025,MENLO PARK,008,1200 HERMOSA WAY,1,5.26003084832e-4
071394060,X,Residential Low Density,RL,R1U,7875.7,23-7922,LOT 12 BLOCK 5 SELY 2.50 FT OF LOT 13 BLOCK 5 STANFORD PARK 2,01,94025,MENLO PARK,008,333 YALE RD,1,4.49011837095e-4
071223110,X,Residential Low Density,RL,R1S,10159.01,23-8746,LOT 16 OAKVILLE TERRACE RSM 29/6 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1000 WALLEA DR,1,5.79217439672e-4
071051100,X,Residential Low Density,RL,R1S,10447.22,23-5143,LOT 9 ROSEFIELD TRACT RSM 24/48,01,94025,MENLO PARK,008,1260 HERMOSA WAY,1,5.95616677764e-4
071261200,X,Residential Low Density,RL,R1S,10933.44,23-8607,LOT 24 GREENFIELD RSM 31/38 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1160 SAXON WAY,1,6.23347720382e-4
071044040,X,Residential Low Density,RL,R1S,10567.78,23-5249,86.72 FT X 101.64 FT F&R MEAS OF LOT 4 BLOCK 1         HILLVIEW MANOR RSM 31/6 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1350 COTTON ST,1,5.98601163221e-4
071261130,X,Residential Low Density,RL,R1S,10189.24,23-8614,LOT 31 GREENFIELD RSM 31/38 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1155 SAXON WAY,1,5.80910690071e-4
071402150,X,Residential Low Density,RL,R1U,9999.45,23-7859,LOT 1 BLOCK 6 STANFORD PARK 2,01,94025,MENLO PARK,008,900 CAMBRIDGE AVE,1,5.70091611348e-4
071425040,X,Residential Low Density,RL,R1U,5551.29,23-7612,SW 25 FT OF LOT 13 & N 25 FT OF LOT 12 BLOCK 10        STANFORD PARK 2,01,94025,MENLO PARK,008,885 HARVARD AVE,1,3.164930683e-4
071261090,X,Residential Low Density,RL,R1S,10098.52,23-8618,LOT 35 GREENFIELD RSM 31/38 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1144 WERTH AVE,1,5.75738504852e-4
071020150,X,Residential Low Density,RL,R1U,10002.47,23-6070,LOT 7 PINEVIEW UNIT NO 2 RSM 43/20,01,94025,MENLO PARK,008,170 PINEVIEW LN,1,5.7014360368e-4
071241130,X,Residential Low Density,RL,R1S,10484.26,23-5295,SWLY 49.4 FT OF NELY 50.5 FT OF LOT 53 HERMOSA TRACT,01,94025,MENLO PARK,008,1356 MIDDLE AVE,1,5.97654530818e-4
071020660,X,Residential Low Density,RL,R1U,11843.92,23-6058,0.277 AC MOL PTN OF MARTIN TRACT RSM D/34,01,94025,MENLO PARK,008,1777 VALPARAISO AVE,1,6.75158830874e-4
071382030,X,Residential Low Density,RL,R1S,10987.93,23-5567,LOT 23 BROOKDELL UNIT NO 2 RSM 23/29 30,01,94025,MENLO PARK,008,1274 BAY LAUREL DR,1,6.26257864245e-4
071232100,X,Residential Low Density,RL,R1S,10504,23-5384,LOT 36 BLOCK 1 LESS SELY 2 FT X 92 FT MENLO PARK       TERRACE,01,94025,MENLO PARK,008,619 COTTON ST,1,5.98779118716e-4
071191070,X,Residential Low Density,RL,R1S,10865.16,23-5651,LOT 7 STANFORD CREEK MAP NO 2 RSM 35/9 CITY OF MENLO   PARK,01,94025,MENLO PARK,008,315 OLIVE ST,1,6.19300164213e-4
071012200,X,Residential Low Density,RL,R1U,7140.04,23-6237,LOT 6 KAPPELER TRACT RSM 36/26 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1870 SANTA CRUZ AVE,1,4.06971097444e-4
071012220,X,Residential Low Density,RL,R1U,6912.73,23-6235,LOT 8 KAPPELER TRACT RSM 36/26 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1130 ORANGE AVE,1,3.94005797963e-4
071133150,X,Residential Low Density,RL,R1S,12500.15,23-5891,LOT 6 & SELY 10 FT OF LOT 7 OAKDELL MANOR MAP NO 2 RSM 29/19CITY OF MENLO PARK,01,94025,MENLO PARK,008,700 VINE ST,1,7.12409920732e-4
071133070,X,Residential Low Density,RL,R1S,13532.01,23-5797,LOT 14 OAKDELL MANOR RSM 28/14 15 CITY OF MENLO PARK,01,94025,MENLO PARK,008,575 OAK KNOLL LN,1,7.70712825123e-4
071144100,X,Residential Low Density,RL,R1S,11523.72,23-5751,LOT 29 STANFORD CREEK MAP NO 4 RSM 36/20,01,94025,MENLO PARK,008,1895 OAK AVE,1,6.59108080241e-4
074092060,X,Residential Low Density,RL,R1U,5625.06,23-39,LOT 32 BLOCK 1 UNIVERSITY PARK,01,94025,MENLO PARK,008,705 STANFORD AVE,1,3.20580570418e-4
074573070,X,Residential Very Low Density,RVL,RES(X),2847.91,23-23455,LOT 68 SHARON HILLS - I RSM 109/88-92,01,94025,MENLO PARK,008,1125 CONTINENTAL DR,1,1.6230577026e-4
074341030,X,Residential Low Density,RL,R1S,21350.34,23-6845,LOT 142 SHARON HEIGHTS UNIT NO 4 RSM 54/42 43,01,94025,MENLO PARK,008,1060 CASCADE CT,1,0.001216734022744
074086030,X,Residential Low Density,RL,R1S,12273.04,23-7466,90 FT X 136 FT ON NWLY LN OF SHARON RD COM 198.69 FT   SWLY FRALAMEDA PULGAS PTN OF LOT 23 TOBIN 440 AC TRACT,01,94025,MENLO PARK,008,2140 SHARON RD,1,6.9944505391e-4
074160100,X,Parks & Recreation,PR,OSC,4119.95,23-7267,0.008 AC MOL BEING 6 INCH STRIP NWLY PTN OF PARCEL 17  ASSESSORS MAP OF SHARON ESTATE,00,94025,NA,008,NA,0,2.34787316907e-4
074510310,X,Residential Medium Density,RM,R2(X),1451.95,23-23347,LOT 31 SAND HILL CIRCLE UNIT NO 1 RSM 71/25 27,01,94025,MENLO PARK,008,184 SAND HILL CIR,2,8.273608027e-5
074231590,X,Residential Low Density,RL,R1S(X),3402.59,23-23477,LOT 3 1000 SHARON PARK PHASE 3 RSM 96/17-18,01,94025,MENLO PARK,008,5 CARRIAGE CT,1,1.93895428648e-4
071393050,X,Residential Low Density,RL,R1U,7500.02,23-7952,LOT 10 BLOCK 4 STANFORD PARK 2,01,94025,MENLO PARK,008,317 PRINCETON RD,1,4.27582382203e-4
074232030,X,Residential Very Low Density,RVL,RES,14758.92,23-7033,LOT 61 SHARON HEIGHTS UNIT NO 13 RSM 63/16 18,01,94025,MENLO PARK,008,1075 TRINITY DR,1,8.41099453545e-4
074183040,X,Residential Low Density,RL,R1S,13613.48,23-7194,LOT 50 & NELY 2.5 FT F & R MEAS OF LOT 49 SHARON       HEIGHTS UNIT NO 1 RSM 49/43 44,01,94025,MENLO PARK,008,2311 CREST LN,1,7.84949357009e-4
074182010,X,Residential Low Density,RL,R1S,12495.27,23-7211,LOT 78 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,965 MONTE ROSA DR,1,7.12039505254e-4
074281120,X,Residential Medium Density,RM,R3A(X),473514.27,23-6938,10.60 AC MOL BEING SELY PTN OF LOT 5 SHARON HEIGHTS NO 10 RSM 63/8 11,05,94025,MENLO PARK,008,350 SHARON PARK DR G004,2,0.026976846439198
074212070,X,Residential Medium Density,RM,R2,12234.06,23-7125,LOT 11 SHARON HEIGHTS UNIT NO 3 RSM 54/1 2 CITY OF     MENLO PARK,02,94025,MENLO PARK,008,2272 EASTRIDGE AVE,2,6.97118109693e-4
074213080,X,Residential Low Density,RL,R1S,12350.64,23-7117,LOT 14 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF   MENLO PARK,01,94025,MENLO PARK,008,2327 OLYMPIC AVE,1,7.0549301445e-4
112360020,X,Residential Medium Density,RM,R2,1213.65,23-10101,UNIT 2 P M CONDO DEV OF LOT 3 SHARON HEIGHTS UNIT NO 3 RSM 114/49-50,97,94025,MENLO PARK,008,2324 EASTRIDGE AVE,2,6.9156111025e-5
074213070,X,Residential Low Density,RL,R1S,13016.75,23-7118,LOT 1 SHARON HEIGHTS UNIT NO 1 RSM 49/43 44 CITY OF    MENLO PARK,01,94025,MENLO PARK,008,710 SHARON PARK DR,1,7.41714502043e-4
074260540,X,Residential Low Density,RL,R1S,16641.74,23-6956,LOT 56 SHARON HEIGHTS UNIT NO 8 RSM 57/22 23,01,94025,MENLO PARK,008,1080 SISKIYOU DR,1,9.48292210984e-4
074362110,X,Residential Low Density,RL,R1S,15692.32,23-6764,LOT 14 SHARON HEIGHTS UNIT NO 5 RSM 55/25 26,01,94025,MENLO PARK,008,15 SUNSET LN,1,8.94045887238e-4
074362230,X,Residential Low Density,RL,R1S,16005.17,23-6752,LOT 26 SHARON HEIGHTS UNIT NO 5 RSM 55/25 26,01,94025,MENLO PARK,008,8 SUNSET LN,1,9.14153211919e-4
074411010,X,Residential Medium Density,RM,R2(X),1950.01,23-23249,LOT 99 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,500 SAND HILL CIR,2,1.11111941312e-4
074411160,X,Residential Medium Density,RM,R2(X),1949.87,23-23264,LOT 114 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,542 SAND HILL CIR,2,0.00011110158561400001
074411170,X,Residential Medium Density,RM,R2(X),1950,23-23265,LOT 115 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,544 SAND HILL CIR,2,1.11109006094e-4
074411250,X,Residential Medium Density,RM,R2(X),1949.98,23-23273,LOT 123 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,570 SAND HILL CIR,2,1.11107835876e-4
074411180,X,Residential Medium Density,RM,R2(X),1950.19,23-23266,LOT 116 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,546 SAND HILL CIR,2,1.11119272727e-4
074411260,X,Residential Medium Density,RM,R2(X),1950.33,23-23274,LOT 124 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,572 SAND HILL CIR,2,1.11127668153e-4
074411020,X,Residential Medium Density,RM,R2(X),1950.39,23-23250,LOT 100 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,502 SAND HILL CIR,2,1.11133273546e-4
074411030,X,Residential Medium Density,RM,R2(X),1949.97,23-23251,LOT 101 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,504 SAND HILL CIR,2,1.11109163609e-4
074411040,X,Residential Medium Density,RM,R2(X),1950.29,23-23252,LOT 102 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,506 SAND HILL CIR,2,1.11127237315e-4
074411060,X,Residential Medium Density,RM,R2(X),1950.27,23-23254,LOT 104 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,512 SAND HILL CIR,2,1.11125724213e-4
074411290,X,Residential Medium Density,RM,R2(X),1950.44,23-23277,LOT 127 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,580 SAND HILL CIR,2,1.11132168414e-4
074411300,X,Residential Medium Density,RM,R2(X),1949.84,23-23278,LOT 128 SAND HILL CIRCLE UNIT 4 RSM 79/43-45,01,94025,MENLO PARK,008,582 SAND HILL CIR,2,1.11098373331e-4
074261010,X,Residential Low Density,RL,R1S,14688.21,23-7001,LOT 54 SHARON HEIGHTS UNIT NO 8 RSM 57/22 23,01,94025,MENLO PARK,008,4 SHASTA LN,1,8.36964420311e-4
074362150,X,Residential Low Density,RL,R1S,15543.77,23-6760,LOT 18 SHARON HEIGHTS UNIT NO 5 RSM 55/25 26,01,94025,MENLO PARK,008,8 SUNSET CT,1,8.85436086805e-4
074261050,X,Residential Low Density,RL,R1S,18332.48,23-6997,LOT 55 SHARON HEIGHTS UNIT NO 8 RSM 57/22 23,01,94025,MENLO PARK,008,14 SHASTA LN,1,0.001044591339992
074331210,X,Residential Low Density,RL,R1S,17374.12,23-6850,0.40 AC MOL BEING A 25 FT STRIP OF LAND LYING NLY &    ADJ TO LOTS 10 TO 15 OF STANFORD HILLS SUB PTN LOT 81  PER MAP ON FILE ACREAGE CITY OF MENLO PARK,00,94025,NA,008,NA,1,9.89937669961e-4
074260510,X,Residential Low Density,RL,R1S,14182.01,23-6959,LOT 59 SHARON HEIGHTS UNIT NO 8 RSM 57/22 23,01,94025,MENLO PARK,008,19 SHASTA LN,1,8.08068975237e-4
074262020,X,Residential Low Density,RL,R1S,17023.92,23-6995,LOT 41 SHARON HEIGHTS UNIT NO 8 RSM 57/22 23,01,94025,MENLO PARK,008,980 SISKIYOU DR,1,9.70023339742e-4
074331230,X,Residential Low Density,RL,R1S,20363.49,23-6848,0.49 AC MOL BEING LOT 15 & NWLY PTN OF LOT 16 STANFORD HILLS RSM 51/20 21,01,94025,MENLO PARK,008,2340 BRANNER DR,1,0.001160239895695
074260440,X,Residential Low Density,RL,R1S,13919.38,23-6966,LOT 66 SHARON HEIGHTS UNIT NO 8 RSM 57/22 23,01,94025,MENLO PARK,008,3 SHASTA LN,1,7.91636156083e-4
074283070,X,Commercial Offices,CO,C1(X),92129.84,23-6934,PARCEL 2 2.10 AC MOL PARCEL MAP VOL 5/44,18,94025,MENLO PARK,008,2200 SAND HILL RD,0,0.005244253177101
074262030,X,Residential Low Density,RL,R1S,18249.31,23-6994,LOT 40 SHARON HEIGHTS UNIT NO 8 RSM 57/22 23,01,94025,MENLO PARK,008,970 SISKIYOU DR,1,0.001041734535063
074362220,X,Residential Low Density,RL,R1S,13399.7,23-6753,LOT 25 SHARON HEIGHTS UNIT NO 5 RSM 55/25 26,01,94025,MENLO PARK,008,12 SUNSET LN,1,7.63513961627e-4
