OBJECTID,FACILITYID,ZONINGABBR,REZONINGFI,PDUSE,PDDENSITY,DEVELOPEDA,APPROVALDA,COLORCODE,LASTUPDATE,ENTERPRISE,Zone_descr,Zoning,PDDENS_NUM
1354,1354,A(PD),87080,Res,8.4,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001354,Planned Development,1,8.4
1355,1355,A(PD),87080,Res,8.4,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001355,Planned Development,1,8.4
1356,1356,A(PD),87081,Com,0,NA,NA,6,2007-09-04T13:43:12.000Z,PLN-ZONI-0000001356,Planned Development,0,0
1357,1357,A(PD),87082,Com,0,NA,NA,6,2007-11-02T08:29:34.000Z,PLN-ZONI-0000001357,Planned Development,0,0
1358,1358,A(PD),87083,Res,6.7,Yes,NA,1,2007-10-09T12:19:23.000Z,PLN-ZONI-0000001358,Planned Development,1,6.7
1359,1359,A(PD),87084,Com,0,NA,NA,6,2007-01-03T14:09:09.000Z,PLN-ZONI-0000001359,Planned Development,0,0
1360,1360,A(PD),87084,Res,7.4,Yes,NA,1,2007-10-04T13:35:43.000Z,PLN-ZONI-0000001360,Planned Development,1,7.4
1361,1361,A(PD),87085,Res,39.6,Yes,NA,3,2008-12-22T09:10:32.000Z,PLN-ZONI-0000001361,Planned Development,2,39.6
1362,1362,A(PD),87087,PQP,0,NA,NA,16,2007-10-01T09:33:50.000Z,PLN-ZONI-0000001362,Planned Development,0,0
1363,1363,A(PD),87088,Res,13.2,Yes,NA,2,2007-10-23T09:57:59.000Z,PLN-ZONI-0000001363,Planned Development,2,13.2
1364,1364,A(PD),87094,Res,5.7,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001364,Planned Development,1,5.7
1365,1365,A(PD),87094,Res,5.7,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001365,Planned Development,1,5.7
1366,1366,A(PD),87097,Res,12.7,Yes,NA,2,2006-10-25T13:34:56.000Z,PLN-ZONI-0000001366,Planned Development,2,12.7
1367,1367,A(PD),87099,Res,6.5,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001367,Planned Development,1,6.5
1368,1368,A(PD),87099,Res,6.5,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001368,Planned Development,1,6.5
1369,1369,A(PD),87102,Res,22.2,Yes,NA,2,2009-08-25T14:23:34.000Z,PLN-ZONI-0000001369,Planned Development,2,22.2
1370,1370,A(PD),88001,Res,6.1,Yes,NA,1,2007-10-11T10:36:49.000Z,PLN-ZONI-0000001370,Planned Development,1,6.1
1371,1371,A(PD),88001,Res,6.1,Yes,NA,1,2007-10-11T10:36:49.000Z,PLN-ZONI-0000001371,Planned Development,1,6.1
1372,1372,A(PD),88001,Res,6.1,Yes,NA,1,2007-10-11T10:36:49.000Z,PLN-ZONI-0000001372,Planned Development,1,6.1
1373,1373,A(PD),88003,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001373,Planned Development,0,0
1374,1374,A(PD),88005,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001374,Planned Development,0,0
1375,1375,A(PD),88007,Res,10,Yes,NA,2,2006-10-27T11:02:22.000Z,PLN-ZONI-0000001375,Planned Development,1,10
1376,1376,A(PD),88010,Res,15.3,Yes,NA,2,2008-01-16T09:16:31.000Z,PLN-ZONI-0000001376,Planned Development,2,15.3
1377,1377,A(PD),88015,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001377,Planned Development,0,0
1378,1378,A(PD),88016,Res,3.7,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001378,Planned Development,1,3.7
1379,1379,A(PD),88021,Com,0,NA,NA,6,2007-11-02T08:22:48.000Z,PLN-ZONI-0000001379,Planned Development,0,0
1380,1380,A(PD),88022,Res,13.8,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001380,Planned Development,2,13.8
1381,1381,A(PD),88022,Res,13.8,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001381,Planned Development,2,13.8
1382,1382,A(PD),88024,OS,0,NA,NA,17,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001382,Planned Development,0,0
1383,1383,A(PD),88024,Res,9.1,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001383,Planned Development,1,9.1
1384,1384,A(PD),88024,Res,9.1,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001384,Planned Development,1,9.1
1385,1385,A(PD),88024,Res,9.1,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001385,Planned Development,1,9.1
1386,1386,A(PD),88024,Res,9.1,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001386,Planned Development,1,9.1
1387,1387,A(PD),88025,Res,5.1,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001387,Planned Development,1,5.1
1388,1388,A(PD),88025,Res,5.1,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001388,Planned Development,1,5.1
1389,1389,A(PD),88026,Res,10.1,Yes,NA,2,2007-11-14T07:28:03.000Z,PLN-ZONI-0000001389,Planned Development,1,10.1
1390,1390,A(PD),88029,Res,3.9,Yes,NA,1,2008-03-11T07:31:57.000Z,PLN-ZONI-0000001390,Planned Development,2,3.9
1391,1391,A(PD),88030,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001391,Planned Development,0,0
1392,1392,A(PD),88034,Com,0,NA,NA,6,2007-08-20T15:46:01.000Z,PLN-ZONI-0000001392,Planned Development,0,0
1393,1393,A(PD),88034,Res,25.6,Yes,NA,3,2012-05-08T08:25:20.000Z,PLN-ZONI-0000001393,Planned Development,2,25.6
1394,1394,A(PD),88034,Res,25.6,Yes,NA,3,2012-05-08T08:25:20.000Z,PLN-ZONI-0000001394,Planned Development,2,25.6
1395,1395,A(PD),88034,Res,25.6,Yes,NA,3,2012-05-08T08:25:20.000Z,PLN-ZONI-0000001395,Planned Development,2,25.6
1396,1396,A(PD),88034,Res,25.6,Yes,NA,3,2012-05-08T08:25:20.000Z,PLN-ZONI-0000001396,Planned Development,2,25.6
1397,1397,A(PD),88048,Res,4.2,Yes,NA,1,2008-03-13T15:50:39.000Z,PLN-ZONI-0000001397,Planned Development,1,4.2
1398,1398,A(PD),88053,Res,7,Yes,NA,1,2007-09-17T08:39:52.000Z,PLN-ZONI-0000001398,Planned Development,1,7
1399,1399,A(PD),88056,Res,16.7,Yes,NA,2,2008-06-27T09:52:49.000Z,PLN-ZONI-0000001399,Planned Development,1,16.7
1400,1400,A(PD),88058,Res,8.6,Yes,NA,2,2007-11-02T09:37:04.000Z,PLN-ZONI-0000001400,Planned Development,1,8.6
1401,1401,A(PD),88059,Res,0.8,Yes,NA,1,2007-08-28T13:22:54.000Z,PLN-ZONI-0000001401,Planned Development,1,0.8
1402,1402,A(PD),88060,Res,3.7,Yes,NA,1,2007-04-24T08:33:24.000Z,PLN-ZONI-0000001402,Planned Development,1,3.7
1403,1403,A(PD),88061,Res,9,Yes,NA,2,2007-11-02T09:38:21.000Z,PLN-ZONI-0000001403,Planned Development,1,9
1404,1404,A(PD),88062,Res,8.3,Yes,NA,2,2007-11-02T09:39:56.000Z,PLN-ZONI-0000001404,Planned Development,1,8.3
1405,1405,A(PD),88073,Com,0,NA,NA,6,2008-01-17T09:34:40.000Z,PLN-ZONI-0000001405,Planned Development,0,0
1406,1406,CP,17033,NA,0,NA,NA,5,2018-08-17T18:25:51.000Z,PLN-ZONI-0000001406,Commercial Pedestrian,0,0
1407,1407,A(PD),88087,Mix,110,Yes,NA,18,2010-05-17T10:39:19.000Z,PLN-ZONI-0000001407,Planned Development,2,110
1408,1408,A(PD),88088,Res,36.1,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001408,Planned Development,2,36.1
1409,1409,A(PD),88090,Res,8.2,Yes,NA,2,2007-11-02T08:37:09.000Z,PLN-ZONI-0000001409,Planned Development,1,8.2
1410,1410,A(PD),88095,PQP,0,NA,NA,16,2008-01-08T14:25:25.000Z,PLN-ZONI-0000001410,Planned Development,0,0
1411,1411,A(PD),88098,Res,57,Yes,NA,3,2008-01-15T13:51:58.000Z,PLN-ZONI-0000001411,Planned Development,2,57
1412,1412,A(PD),88100,Res,14.8,Yes,NA,2,2013-02-05T08:32:13.000Z,PLN-ZONI-0000001412,Planned Development,2,14.8
1413,1413,A(PD),88102,PQP,0,NA,NA,16,2010-02-26T13:39:11.000Z,PLN-ZONI-0000001413,Planned Development,0,0
1414,1414,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001414,Planned Development,1,1.6
1415,1415,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001415,Planned Development,1,1.6
1416,1416,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001416,Planned Development,1,1.6
1417,1417,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001417,Planned Development,1,1.6
1418,1418,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001418,Planned Development,1,1.6
1419,1419,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001419,Planned Development,1,1.6
1420,1420,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001420,Planned Development,1,1.6
1421,1421,A(PD),88102,Res,1.6,Yes,NA,1,2008-03-11T13:17:10.000Z,PLN-ZONI-0000001421,Planned Development,1,1.6
1422,1422,A(PD),88104,Res,7.8,Yes,NA,1,2007-11-07T13:19:08.000Z,PLN-ZONI-0000001422,Planned Development,1,7.8
1423,1423,A(PD),88108,Res,13,Yes,NA,2,2006-10-20T15:13:58.000Z,PLN-ZONI-0000001423,Planned Development,1,13
1424,1424,A(PD),88109,Res,8,Yes,NA,1,2009-06-16T13:16:55.000Z,PLN-ZONI-0000001424,Planned Development,1,8
1425,1425,A(PD),88109,Res,8,Yes,NA,1,2009-06-16T13:16:55.000Z,PLN-ZONI-0000001425,Planned Development,1,8
1426,1426,A(PD),88116,Com,0,NA,NA,6,2007-09-28T15:13:26.000Z,PLN-ZONI-0000001426,Planned Development,0,0
1427,1427,A(PD),88119,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001427,Planned Development,0,0
1428,1428,A(PD),88119,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001428,Planned Development,0,0
1429,1429,A(PD),88121,Res,8,Yes,NA,1,2010-10-29T08:03:25.000Z,PLN-ZONI-0000001429,Planned Development,1,8
1430,1430,A(PD),88128,Res,4.4,Yes,NA,1,2007-11-02T08:39:22.000Z,PLN-ZONI-0000001430,Planned Development,1,4.4
1431,1431,A(PD),88131,Res,10.1,Yes,NA,2,2008-04-14T09:02:25.000Z,PLN-ZONI-0000001431,Planned Development,1,10.1
1432,1432,A(PD),88131,Res,10.1,Yes,NA,2,2008-04-14T09:02:25.000Z,PLN-ZONI-0000001432,Planned Development,1,10.1
1433,1433,A(PD),88131,Res,10.1,Yes,NA,2,2008-04-14T09:02:25.000Z,PLN-ZONI-0000001433,Planned Development,1,10.1
1434,1434,A(PD),88132,Res,8.7,Yes,NA,2,2007-10-23T12:59:52.000Z,PLN-ZONI-0000001434,Planned Development,1,8.7
1435,1435,A(PD),88132,Res,8.7,Yes,NA,2,2007-10-23T12:59:52.000Z,PLN-ZONI-0000001435,Planned Development,1,8.7
1436,1436,A(PD),88135,Res,8.4,Yes,NA,2,2007-08-23T08:32:04.000Z,PLN-ZONI-0000001436,Planned Development,1,8.4
1437,1437,A(PD),88138,PQP,0,NA,NA,16,2007-10-02T08:02:09.000Z,PLN-ZONI-0000001437,Planned Development,0,0
1438,1438,A(PD),89001,Res,13.8,Yes,NA,2,2006-11-06T13:19:54.000Z,PLN-ZONI-0000001438,Planned Development,1,13.8
1439,1439,A(PD),89020,Res,1,Yes,NA,1,2013-01-30T10:19:45.000Z,PLN-ZONI-0000001439,Planned Development,1,1
1440,1440,A(PD),89024,Res,4.4,Yes,NA,1,2009-08-25T15:18:48.000Z,PLN-ZONI-0000001440,Planned Development,1,4.4
1441,1441,A(PD),89025,Com,0,NA,NA,6,2008-05-20T08:11:00.000Z,PLN-ZONI-0000001441,Planned Development,0,0
1442,1442,A(PD),89027,Res,7.7,Yes,NA,1,2006-11-22T08:41:50.000Z,PLN-ZONI-0000001442,Planned Development,1,7.7
1443,1443,A(PD),89027,Res,7.7,Yes,NA,1,2006-11-22T08:41:50.000Z,PLN-ZONI-0000001443,Planned Development,1,7.7
1444,1444,A(PD),89030,Res,7.2,Yes,NA,1,2010-10-29T08:14:45.000Z,PLN-ZONI-0000001444,Planned Development,1,7.2
1445,1445,A(PD),89030,Res,7.2,Yes,NA,1,2010-10-29T08:14:45.000Z,PLN-ZONI-0000001445,Planned Development,1,7.2
1446,1446,A(PD),89030,Res,7.2,Yes,NA,1,2010-10-29T08:14:45.000Z,PLN-ZONI-0000001446,Planned Development,1,7.2
1447,1447,A(PD),89030,Res,7.2,Yes,NA,1,2010-10-29T08:14:45.000Z,PLN-ZONI-0000001447,Planned Development,1,7.2
1448,1448,A(PD),89030,Res,7.2,Yes,NA,1,2010-10-29T08:14:45.000Z,PLN-ZONI-0000001448,Planned Development,1,7.2
1449,1449,A(PD),89030,Res,7.2,Yes,NA,1,2010-10-29T08:14:45.000Z,PLN-ZONI-0000001449,Planned Development,1,7.2
1450,1450,A(PD),89030,Res,7.2,Yes,NA,1,2010-10-29T08:14:45.000Z,PLN-ZONI-0000001450,Planned Development,1,7.2
1451,1451,A(PD),89032,Res,6.7,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001451,Planned Development,1,6.7
1452,1452,A(PD),89035,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001452,Planned Development,0,0
1453,1453,A(PD),89037,Res,4.6,Yes,NA,1,2008-01-17T10:23:25.000Z,PLN-ZONI-0000001453,Planned Development,1,4.6
1454,1454,A(PD),89037,Res,4.6,Yes,NA,1,2008-01-17T10:23:25.000Z,PLN-ZONI-0000001454,Planned Development,1,4.6
1455,1455,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001455,Planned Development,1,5.4
1456,1456,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001456,Planned Development,1,5.4
1457,1457,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001457,Planned Development,1,5.4
1458,1458,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001458,Planned Development,1,5.4
1459,1459,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001459,Planned Development,1,5.4
1460,1460,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001460,Planned Development,1,5.4
1461,1461,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001461,Planned Development,1,5.4
1462,1462,A(PD),89042,Res,5.4,Yes,NA,1,2007-08-23T08:23:18.000Z,PLN-ZONI-0000001462,Planned Development,1,5.4
1463,1463,A(PD),89042,Res,14.6,Yes,NA,2,2007-11-02T09:28:43.000Z,PLN-ZONI-0000001463,Planned Development,2,14.6
1464,1464,A(PD),89043,Com,0,NA,NA,6,2007-06-08T13:56:03.000Z,PLN-ZONI-0000001464,Planned Development,0,0
1465,1465,A(PD),89049,Res,6.5,Yes,NA,1,2008-05-20T14:38:12.000Z,PLN-ZONI-0000001465,Planned Development,1,6.5
1466,1466,A(PD),89052,Com,0,NA,NA,6,2007-11-07T15:40:07.000Z,PLN-ZONI-0000001466,Planned Development,0,0
1467,1467,A(PD),89052,Com,0,NA,NA,6,2007-11-07T15:40:07.000Z,PLN-ZONI-0000001467,Planned Development,0,0
1468,1468,A(PD),89053,Com,0,NA,NA,6,2007-10-11T15:44:05.000Z,PLN-ZONI-0000001468,Planned Development,0,0
1469,1469,A(PD),89054,Res,6,Yes,NA,1,2006-10-31T15:01:46.000Z,PLN-ZONI-0000001469,Planned Development,1,6
1470,1470,A(PD),89058,Res,7.7,Yes,NA,1,2008-01-09T13:44:17.000Z,PLN-ZONI-0000001470,Planned Development,1,7.7
1471,1471,A(PD),89060,Res,1.8,Yes,NA,1,2008-04-18T15:32:37.000Z,PLN-ZONI-0000001471,Planned Development,1,1.8
1472,1472,A(PD),89064,Res,8.4,Yes,NA,2,2008-08-07T14:55:27.000Z,PLN-ZONI-0000001472,Planned Development,1,8.4
1473,1473,A(PD),89065,Res,7.9,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001473,Planned Development,1,7.9
1474,1474,A(PD),89065,Res,7.9,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001474,Planned Development,1,7.9
1475,1475,A(PD),89069,Res,31,Yes,NA,3,2006-11-30T08:39:08.000Z,PLN-ZONI-0000001475,Planned Development,2,31
1476,1476,A(PD),89072,Res,12.1,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001476,Planned Development,1,12.1
1477,1477,A(PD),89074,Res,14.3,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001477,Planned Development,1,14.3
1478,1478,A(PD),89078,Res,6.1,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001478,Planned Development,1,6.1
1479,1479,A(PD),89079,Res,12.5,Yes,NA,2,2006-11-01T10:40:13.000Z,PLN-ZONI-0000001479,Planned Development,2,12.5
1480,1480,A(PD),89083,Ind,0,NA,NA,13,2007-11-07T11:51:13.000Z,PLN-ZONI-0000001480,Planned Development,0,0
1481,1481,A(PD),89103,Res,9.3,Yes,NA,2,2008-01-22T08:53:12.000Z,PLN-ZONI-0000001481,Planned Development,1,9.3
1482,1482,A(PD),89105,Res,10.6,Yes,NA,2,2007-04-24T10:15:49.000Z,PLN-ZONI-0000001482,Planned Development,2,10.6
1483,1483,A(PD),89105,Res,10.6,Yes,NA,2,2007-04-24T10:15:49.000Z,PLN-ZONI-0000001483,Planned Development,2,10.6
1484,1484,A(PD),89105,Res,10.6,Yes,NA,2,2007-04-24T10:15:49.000Z,PLN-ZONI-0000001484,Planned Development,2,10.6
1485,1485,A(PD),89106,Res,7.8,Yes,NA,1,2008-01-09T13:32:42.000Z,PLN-ZONI-0000001485,Planned Development,1,7.8
1486,1486,A(PD),89106,Res,7.8,Yes,NA,1,2008-01-09T13:32:42.000Z,PLN-ZONI-0000001486,Planned Development,1,7.8
1487,1487,A(PD),89106,Res,7.8,Yes,NA,1,2008-01-09T13:32:42.000Z,PLN-ZONI-0000001487,Planned Development,1,7.8
1488,1488,A(PD),89106,Res,7.8,Yes,NA,1,2008-01-09T13:32:42.000Z,PLN-ZONI-0000001488,Planned Development,1,7.8
1489,1489,A(PD),89106,Res,7.8,Yes,NA,1,2008-01-09T13:32:42.000Z,PLN-ZONI-0000001489,Planned Development,1,7.8
1490,1490,A(PD),89111,Res,7.3,Yes,NA,1,2008-11-06T08:01:24.000Z,PLN-ZONI-0000001490,Planned Development,1,7.3
1491,1491,A(PD),89112,OS,0,NA,NA,17,2006-09-07T12:10:24.000Z,PLN-ZONI-0000001491,Planned Development,0,0
1492,1492,A(PD),89112,Res,6.8,Yes,NA,1,2006-09-07T12:25:17.000Z,PLN-ZONI-0000001492,Planned Development,1,6.8
1493,1493,A(PD),89112,Res,7,Yes,NA,1,2006-09-07T12:25:17.000Z,PLN-ZONI-0000001493,Planned Development,2,7
1494,1494,A(PD),89113,Res,6.8,Yes,NA,1,2008-09-16T07:56:14.000Z,PLN-ZONI-0000001494,Planned Development,1,6.8
1495,1495,A(PD),89116,Res,30.4,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001495,Planned Development,2,30.4
1496,1496,A(PD),89117,Com,0,NA,NA,6,2008-04-07T12:05:39.000Z,PLN-ZONI-0000001496,Planned Development,0,0
1497,1497,A(PD),89118,Com,0,NA,NA,6,2007-11-09T09:00:40.000Z,PLN-ZONI-0000001497,Planned Development,0,0
1498,1498,A(PD),89120,Res,2.9,Yes,NA,1,2009-06-16T13:13:52.000Z,PLN-ZONI-0000001498,Planned Development,1,2.9
1499,1499,A(PD),89121,Res,38.9,No,NA,3,2007-10-24T08:32:42.000Z,PLN-ZONI-0000001499,Planned Development,0,38.9
1500,1500,A(PD),89126,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001500,Planned Development,0,0
1501,1501,A(PD),89127,PQP,0,NA,NA,16,2009-09-29T10:21:32.000Z,PLN-ZONI-0000001501,Planned Development,0,0
1502,1502,A(PD),89129,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001502,Planned Development,0,0
1503,1503,A(PD),89132,Res,23.7,Yes,NA,2,2007-11-09T08:51:52.000Z,PLN-ZONI-0000001503,Planned Development,2,23.7
1504,1504,A(PD),89133,Res,9.7,Yes,NA,2,2007-10-10T16:01:39.000Z,PLN-ZONI-0000001504,Planned Development,1,9.7
1505,1505,A(PD),89133,Res,9.7,Yes,NA,2,2007-10-10T16:01:39.000Z,PLN-ZONI-0000001505,Planned Development,1,9.7
1506,1506,A(PD),89133,Res,9.7,Yes,NA,2,2007-10-10T16:01:39.000Z,PLN-ZONI-0000001506,Planned Development,1,9.7
1507,1507,A(PD),89133,Res,9.7,Yes,NA,2,2007-10-10T16:01:39.000Z,PLN-ZONI-0000001507,Planned Development,1,9.7
1508,1508,A(PD),89133,Res,9.7,Yes,NA,2,2007-10-10T16:01:39.000Z,PLN-ZONI-0000001508,Planned Development,1,9.7
1509,1509,A(PD),89135,Res,8.2,Yes,NA,2,2006-10-27T14:11:42.000Z,PLN-ZONI-0000001509,Planned Development,1,8.2
1510,1510,A(PD),89136,Res,4.2,Yes,NA,1,2007-04-24T13:07:03.000Z,PLN-ZONI-0000001510,Planned Development,1,4.2
1511,1511,A(PD),89138,Res,11,Yes,NA,2,2007-02-13T11:48:25.000Z,PLN-ZONI-0000001511,Planned Development,1,11
1512,1512,A(PD),89143,Res,35,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001512,Planned Development,2,35
1513,1513,A(PD),89148,Res,13.4,Yes,NA,2,2006-11-20T13:03:14.000Z,PLN-ZONI-0000001513,Planned Development,2,13.4
1514,1514,A(PD),90002,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001514,Planned Development,0,0
1515,1515,A(PD),90006,Res,3.5,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001515,Planned Development,1,3.5
1516,1516,A(PD),90008,Res,14.6,Yes,NA,2,2008-03-10T08:04:47.000Z,PLN-ZONI-0000001516,Planned Development,2,14.6
1517,1517,A(PD),90010,Res,76.9,Yes,NA,3,2007-11-01T13:32:03.000Z,PLN-ZONI-0000001517,Planned Development,2,76.9
1518,1518,A(PD),90011,Ind,0,NA,NA,13,2007-11-01T14:06:35.000Z,PLN-ZONI-0000001518,Planned Development,0,0
1519,1519,A(PD),90012,OS,0,NA,NA,17,2012-06-12T07:38:41.000Z,PLN-ZONI-0000001519,Planned Development,0,0
1520,1520,A(PD),90012,OS,0,NA,NA,17,2007-08-15T09:15:04.000Z,PLN-ZONI-0000001520,Planned Development,0,0
1521,1521,A(PD),90012,PQP,0,NA,NA,16,2010-02-26T13:39:11.000Z,PLN-ZONI-0000001521,Planned Development,0,0
1522,1522,A(PD),90012,Res,1.8,Yes,NA,1,2012-06-12T07:36:46.000Z,PLN-ZONI-0000001522,Planned Development,2,1.8
1523,1523,A(PD),90012,Res,1.8,Yes,NA,1,2012-06-12T07:36:46.000Z,PLN-ZONI-0000001523,Planned Development,2,1.8
1524,1524,A(PD),90012,Res,1.8,Yes,NA,1,2007-08-15T09:08:01.000Z,PLN-ZONI-0000001524,Planned Development,1,1.8
1525,1525,A(PD),90012,Res,1.8,Yes,NA,1,2007-08-15T09:08:01.000Z,PLN-ZONI-0000001525,Planned Development,1,1.8
1526,1526,A(PD),90015,Ind,0,NA,NA,13,2009-12-22T14:34:29.000Z,PLN-ZONI-0000001526,Planned Development,0,0
1527,1527,A(PD),90016,Ind,0,NA,NA,13,2006-12-14T13:46:44.000Z,PLN-ZONI-0000001527,Planned Development,0,0
1528,1528,A(PD),90018,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001528,Planned Development,0,0
1529,1529,A(PD),90025,PQP,0,NA,NA,16,2007-11-02T09:31:15.000Z,PLN-ZONI-0000001529,Planned Development,0,0
1530,1530,A(PD),90025,PQP,0,NA,NA,16,2007-11-02T09:31:15.000Z,PLN-ZONI-0000001530,Planned Development,0,0
1531,1531,A(PD),90025,PQP,0,NA,NA,16,2007-11-02T09:31:15.000Z,PLN-ZONI-0000001531,Planned Development,0,0
1532,1532,A(PD),90025,PQP,0,NA,NA,16,2007-11-02T09:31:15.000Z,PLN-ZONI-0000001532,Planned Development,0,0
1533,1533,A(PD),90026,Res,13.2,Yes,NA,2,2008-03-13T15:28:43.000Z,PLN-ZONI-0000001533,Planned Development,2,13.2
1534,1534,A(PD),90027,Res,8.8,Yes,NA,2,2006-11-22T14:28:06.000Z,PLN-ZONI-0000001534,Planned Development,1,8.8
1535,1535,A(PD),90028,Res,12.5,Yes,NA,2,2009-06-17T10:35:57.000Z,PLN-ZONI-0000001535,Planned Development,2,12.5
1536,1536,A(PD),90031,Res,14.3,Yes,NA,2,2007-10-09T14:50:58.000Z,PLN-ZONI-0000001536,Planned Development,2,14.3
1537,1537,A(PD),90031,Res,14.3,Yes,NA,2,2007-10-09T14:50:58.000Z,PLN-ZONI-0000001537,Planned Development,2,14.3
1538,1538,A(PD),90035,Res,2.8,Yes,NA,1,2007-08-28T15:00:15.000Z,PLN-ZONI-0000001538,Planned Development,1,2.8
1539,1539,A(PD),90035,Res,2.8,Yes,NA,1,2007-08-28T15:00:15.000Z,PLN-ZONI-0000001539,Planned Development,1,2.8
1540,1540,A(PD),90037,Com,0,NA,NA,6,2009-08-25T14:25:24.000Z,PLN-ZONI-0000001540,Planned Development,0,0
1541,1541,A(PD),90038,Res,12,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001541,Planned Development,2,12
1542,1542,A(PD),90040,Res,7.1,Yes,NA,1,2008-03-11T15:24:10.000Z,PLN-ZONI-0000001542,Planned Development,1,7.1
1543,1543,A(PD),90041,Res,27.8,Yes,NA,3,2012-03-15T09:09:51.000Z,PLN-ZONI-0000001543,Planned Development,2,27.8
1544,1544,A(PD),90049,Res,60,Yes,NA,3,2006-11-22T15:32:14.000Z,PLN-ZONI-0000001544,Planned Development,2,60
1545,1545,A(PD),90052,Com,0,NA,NA,6,2008-08-06T10:51:36.000Z,PLN-ZONI-0000001545,Planned Development,0,0
1546,1546,A(PD),90055,Res,15.9,Yes,NA,2,2007-12-12T15:48:45.000Z,PLN-ZONI-0000001546,Planned Development,1,15.9
1547,1547,A(PD),90056,Res,7.4,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000001547,Planned Development,1,7.4
